page_number,is_bold,is_italic,is_underline,is_all_caps,word_count,norm_font_size,font,font_size,x0,y0,x1,y1,space_above,space_below,space_left,space_right,text
1,0,0,0,0,3,10,NTSHOG+NimbusSanL-Regu,10.9,117.91,522.83,472.87,547.29,522.83,294.6,117.91,122.41,: CreativeCommons: Attribution-Noncommercial-NoDerivativeWorks4.0
2,0,0,0,0,4,19,TimesNewRomanPSMT,8.0,179.3,197.0,418.96,205.04,197.0,636.88,179.3,176.36,"a b, a a"
2,0,0,0,0,11,7,TimesNewRomanPSMT,12.0,72.02,319.32,523.57,494.66,319.32,347.26,72.02,71.75,"Continuous authentication protocol suite consisting of a user authentication protocol andin-transitvehicletoinfrastructure(P_1)andvehicletovehicle(P_2)keyexchangeprotocolsprovideshandoffcapabilitywithkeyexchangeprotocolswhichensurecontinuityofauthenticationandnetworkconnectivityasavehiclemovesfromoneroadsideunit(RSU)coveragetoanother.Evaluationoftheproposedsuiteincludes(i)formalandinformalsecurityproofs,(ii)securitypropertyverificationsusingTamarintool,and(iii)simulationstudyusingOmnet++."
3,0,0,0,0,4,1,WRCOFY+CMR17,17.2,161.58,109.2,433.7,126.42,109.2,715.47,161.58,161.57,Continuous Authentication for VANET
3,0,0,0,0,4,19,FUDOLA+CMR8,8.0,169.71,144.68,426.99,152.65,144.68,689.24,169.71,168.29,"a b, a a"
8,0,0,0,0,3,7,NAUQMW+CMR12,12.0,64.51,277.18,530.76,289.13,277.18,552.76,64.51,64.51,"ispossibletocheckquadraticconstraintssuchasp q=rbyonlyknowingP=G,Q=G and"
8,0,0,0,1,3,19,FUDOLA+CMR8,8.0,233.34,339.96,346.59,347.93,339.96,493.96,233.34,248.68,1 2 T
8,0,0,0,1,3,7,DNFEDH+MSBM10,12.0,78.43,347.08,207.25,359.04,347.08,482.85,78.43,388.03,F F F
8,0,0,0,0,9,7,NJVWMM+CMMI12,12.0,64.51,349.4,530.76,375.81,349.4,466.08,64.51,64.51,"E( (q)),E( (q ))andE( (q )),respectively. Thegroupsareofprimeorderq. P andQGGGGGarepointsofthegroupand,respectively,Further,letamape:bean"
8,0,0,0,1,5,19,FUDOLA+CMR8,8.0,193.51,368.86,497.56,376.83,368.86,465.06,193.51,97.72,1 2 1 2 T
8,0,0,0,0,3,7,NAUQMW+CMR12,12.0,64.51,378.3,530.77,462.98,378.3,378.91,64.51,64.51,"admissiblebilinearmapthatsatis esthefollowingproperties: bilinearity,non-degenerateandcomputability[25].3.2.AtepairingThebilinearmapcanbecomputedbythreetypesofpairing.TheyareWeil,TateandAtepairings.Weconsideratepairingbecauseitismoreecientthanotherpairings.Let"
8,0,0,0,0,4,7,NAUQMW+CMR12,12.0,64.51,465.47,530.76,477.42,465.47,364.47,64.51,64.51,"E(F)beacollectionofpointsde nedbytheellipticcurveE(F):y =x +ax+bmodr,"
8,0,0,0,0,3,7,NAUQMW+CMR12,12.0,64.51,479.92,530.76,491.87,479.92,350.02,64.51,64.52,"where(a,b) F [26].Apairing-friendlycurveisaBarreto-Naehrig(BN)curve,whichisrep-"
8,0,0,0,0,3,19,VYYMPD+CMMI8,8.0,141.39,484.92,187.14,501.2,484.92,340.69,141.39,408.14,q 2 3
8,0,0,0,0,5,7,NAUQMW+CMR12,12.0,64.51,494.36,530.76,506.32,494.36,335.57,64.51,64.51,"resentedasE(F):y =x +bmodr,whereb F. Thebilinearmapisusuallyimplemented"
8,0,0,0,0,9,7,NAUQMW+CMR12,12.0,64.51,537.7,530.76,549.65,537.7,292.24,64.51,64.51,"bytheFrobeniusendomorphism ,i.e. : E E:(x,y) (x,y). Now,G andG can"
8,0,0,0,0,4,19,VYYMPD+CMMI8,8.0,241.74,542.7,510.15,558.99,542.7,282.9,241.74,85.13,q q 1 2k
8,0,0,0,0,6,7,NAUQMW+CMR12,12.0,64.51,552.14,530.76,564.1,552.14,277.79,64.51,64.51,"bewrittenasG=E(r) Ker( [1])=E(F)[r]andG=E(r) Ker( [q])=E(F )[r],"
8,0,0,0,0,6,19,FUDOLA+CMR8,8.0,147.46,557.15,507.89,566.28,557.15,275.61,147.46,87.38,1 q q 2 q q
8,0,0,0,0,4,7,NAUQMW+CMR12,12.0,64.51,566.59,530.77,578.55,566.59,263.34,64.51,64.51,whereKerdenotesthekernelof andE(r)speci esr torisionwhichmeansthatentire
8,0,0,0,0,3,19,VYYMPD+CMMI8,8.0,389.86,581.11,485.69,589.08,581.11,252.81,389.86,109.59,m m(q 1)/r
8,0,0,0,0,4,7,NAUQMW+CMR12,12.0,64.51,582.23,444.1,594.19,582.23,247.7,64.51,151.18,"groupofpointsoforderr. TheAtepairingisgivenbyT(Q,P) =f (P)"
8,0,0,0,0,5,7,NAUQMW+CMR12,12.0,64.51,597.87,530.77,609.83,597.87,232.06,64.51,64.51,"=f (P) ,whererisnotthefactorofm,f =r(Q)-r(O),Oisapointatin nity,"
8,0,0,0,0,10,7,NJVWMM+CMMI12,12.0,64.51,612.32,530.76,624.27,612.32,217.62,64.51,64.51,"T isatatepairing,m Z,P E(r) Ker( [1])andQ E(r) Ker( [q]). Weusethe"
8,0,0,0,0,3,19,VYYMPD+CMMI8,8.0,191.36,617.32,433.96,625.29,617.32,216.6,191.36,161.32,p q q
8,0,0,0,0,3,7,NAUQMW+CMR12,12.0,64.51,626.77,530.77,710.95,626.77,130.94,64.51,64.51,"samenotationsaspresentedin[26]. Figure1presentstheAtepairing. Itpresentsthewayamappingoperationisdoneinatargetedgroup.Now,wediscusthecomputationalintractabilityassumptionsthatareusedinourpro-tocols.Computationalintractability1:EllipticCurveDiscretelogarithmicproblem(ECDLP)FZGivenPandxPinE((q)),wherex,itiscomputationallyinfeasibletondxin"
9,0,0,0,0,3,7,GGAXSG+CMTI12,12.0,64.51,113.43,530.77,139.83,113.43,702.06,64.51,64.51,"Computationalintractability2:EllipticCurveDi e-Hellmanproblem(ECDHP) GivenFZP,xPandyPinE((q)),wherex,y,itiscomputationallyinfeasibletocompute"
9,0,0,0,0,10,7,NAUQMW+CMR12,12.0,64.51,142.32,530.77,195.29,142.32,646.6,64.51,64.51,"theproductx y P inpolynomialtime.Computationalintractability3:Elliptic Curve q-Strong Di e-Hellman problem (ECq-SDHP)Basedontheq-SDHproblem[28],wedeneECqSDHPasfollows:GivenaZFF"
9,0,0,0,0,4,19,FUDOLA+CMR8,8.0,231.25,184.53,497.43,192.5,184.53,649.39,231.25,97.84,2 q k q+1
9,0,0,0,0,13,7,NAUQMW+CMR12,12.0,64.51,185.66,530.77,197.61,185.66,644.28,64.51,64.51,"(q+3)-tuple(t,P,Q,x Q,x Q,. . . ,x Q) E( (q)) E( (q ) ),itis"
9,0,0,0,1,2,7,DNFEDH+MSBM10,12.0,394.57,197.78,437.83,209.74,197.78,632.15,394.57,157.45,Z F
9,0,0,0,0,5,7,NAUQMW+CMR12,12.0,64.51,200.1,530.77,212.06,200.1,629.83,64.51,64.51,"computationallyintractabletocomewithapair( , P) E( (q))inpolynomial"
