page_number,is_bold,is_italic,is_underline,is_all_caps,word_count,norm_font_size,font,font_size,x0,y0,x1,y1,space_above,space_below,space_left,space_right,text
1,0,0,0,0,4,1,MRUWOP+FormataOTFCond-Md,21.9,36.17,111.47,367.17,209.3,111.47,573.63,36.17,208.83,An Efficient Privacy-Preserving MutualAuthenticationSchemeforSecureV2VCommunicationinVehicularAdHocNetwork
1,0,0,0,0,5,8,CEKIDF+FormataOTFMd,7.5,95.67,224.42,390.66,231.91,224.42,551.02,95.67,185.34,"1,2 1 1 1 3"
1,0,0,0,1,4,3,CEKIDF+FormataOTFMd,9.9,36.17,226.22,393.62,236.08,226.22,546.85,36.17,182.38,"LIBINGWU ,QIANQIANSUN,XINPEIWANG,JINGWANG ,SHUIYU ,"
1,0,0,0,0,3,8,CEKIDF+FormataOTFMd,7.5,81.81,236.37,224.79,243.87,236.37,539.06,81.81,351.21,4 2 5
1,0,0,0,1,1,3,CEKIDF+FormataOTFMd,9.9,36.17,238.18,220.42,248.04,238.18,534.89,36.17,355.58,"YIFEIZOU,BINGYILIU,ANDZIKEZHU"
1,1,0,0,1,1,2,PTNQIO+FormataOTF-Bold,10.0,43.42,371.82,93.05,381.79,371.82,401.14,43.42,482.95,ABSTRACT
1,1,0,0,1,1,2,PTNQIO+FormataOTF-Bold,10.0,43.42,569.33,108.38,579.29,569.33,203.64,43.42,467.62,INDEXTERMS
1,1,0,0,1,1,4,PTNQIO+FormataOTF-Bold,9.0,37.17,602.47,112.63,611.44,602.47,171.49,37.17,463.37,I.INTRODUCTION
2,0,0,0,1,1,4,ITGHYW+FormataOTFMdIt,9.0,298.07,173.23,402.34,182.19,173.23,600.73,298.07,173.66,A.OURCONTRIBUTIONS
2,0,0,0,1,1,4,ITGHYW+FormataOTFMdIt,9.0,298.07,376.8,354.69,385.76,376.8,397.16,298.07,221.31,B.ROADMAP
2,1,0,0,1,1,4,PTNQIO+FormataOTF-Bold,9.0,298.07,532.57,379.15,541.54,532.57,241.39,298.07,196.85,II.RELATEDWORK
2,1,0,0,1,1,9,PTNQIO+FormataOTF-Bold,7.0,36.17,617.19,68.28,624.17,617.19,158.76,36.17,507.72,FIGURE1.
2,0,0,0,1,1,11,OLPGNG+FormataOTF-Reg,6.0,36.17,746.89,81.74,752.87,746.89,30.06,36.17,494.26,"VOLUME7,2019"
3,1,0,0,1,1,4,PTNQIO+FormataOTF-Bold,9.0,298.07,66.32,381.56,75.29,66.32,707.64,298.07,194.44,III.PRELIMINARIES
3,0,0,0,0,3,2,GXICME+MTSYN,10.0,36.17,183.52,531.62,194.74,183.52,588.18,36.17,44.38,"= + +certicates.Additionally,in2008,Zhangetal.[19]designedLet"
3,0,1,0,0,4,2,OZAJVJ+TimesLTStd-Italic,10.0,473.9,184.68,538.29,194.65,184.68,588.28,473.9,37.71,y x ax b
3,0,0,0,0,4,2,KLADYP+TimesLTStd-Roman,10.0,36.17,244.56,406.67,254.52,244.56,528.41,36.17,169.33,schemealsofailstomeettherequirementofperformance condition: isequalto .
3,0,0,0,0,7,2,KLADYP+TimesLTStd-Roman,10.0,36.17,280.42,307.04,290.39,280.42,492.54,36.17,268.96,"problems, these schemes [25],[26],[30][32] were pro- on"
3,0,0,0,0,12,2,KLADYP+TimesLTStd-Roman,10.0,36.17,328.11,538.28,493.62,328.11,289.31,36.17,37.72,"essarytostorecerti cates.However,LeeandLaifound We review the Zhou et al.s scheme based on TEAMthat[24],[25]cannotresistreplyingattacks.[31]designedaforVANETsinthissection.TABLE1showsthesym-conditionalprivacyprotectionauthenticationandgroup-keybolsandtheircorrespondingmeanings.WeareonlykeenagreementschemebasedonpasswordforVANETswithonsixphasesofthisscheme:initialization,registration,nousebilinearpairing.References[30],[32]proposedalogin,generalauthentication,securecommunication,keyprivacy-preservingauthenticationschemetoimprovecom-update.Intheirscheme,asshowninFigure1,vehicleshaveputationefciency.ChuangandLee[26]proposedthethreetypes:rstislawexecutors(LEs),secondistrust-rstauthenticationmechanism(TEAM)usingatransitivefulvehicles(TVs)andthirdismistrustfulvehicles(MVs).trustrelationshipforVANETsin2014.TEAMisaquiteLEsarealwaystrustfulandplayaroleofmobileauthen-lightweightprivacy-preservingauthenticationscheme,sinceticationserver.Inthebeginning,thenormalvehicleisitonlyusesahashfunctionandanXORoperationtopro-authenticatedonlyviaLE.Later,ifthisnormalvehicleistectthedriversprivacyandsecurityfrommaliciousadver-successfullyauthenticated,itwillbecomeatrustfulvehicle.sary.Vehiclesaredividedintothreetypesintheirscheme,thatis,mistrustfulvehicles(MVs),trustfulvehicles(TVs)"
3,1,0,0,1,1,9,PTNQIO+FormataOTF-Bold,7.0,297.08,494.27,326.15,501.24,494.27,281.69,297.08,249.85,TABLE1.
3,0,0,0,1,1,11,OLPGNG+FormataOTF-Reg,6.0,492.71,746.89,538.29,752.87,746.89,30.06,492.71,37.71,"VOLUME7,2019"
4,1,0,0,1,1,9,PTNQIO+FormataOTF-Bold,7.0,297.08,128.56,329.19,135.53,128.56,647.4,297.08,246.81,FIGURE2.
4,0,0,0,1,1,4,ITGHYW+FormataOTFMdIt,9.0,298.08,162.31,372.07,171.27,162.31,611.66,298.08,203.93,B.REGISTRATION
4,0,0,0,1,1,4,OLPGNG+FormataOTF-Reg,9.0,297.08,175.24,381.15,184.21,175.24,598.72,297.08,194.85,1)LEREGISTRATION
4,0,1,0,0,4,2,OZAJVJ+TimesLTStd-Italic,10.0,303.62,210.95,376.11,220.91,210.95,562.01,303.62,199.89,psk i 1 n
4,0,0,0,0,4,2,KLADYP+TimesLTStd-Roman,10.0,36.17,220.65,385.36,232.97,220.65,549.96,36.17,190.64,"trationphase,whichisperformedonlyoncebypervehi- , ,{ }parameters"
4,0,0,0,0,3,2,KLADYP+TimesLTStd-Roman,10.0,36.17,244.56,416.78,256.88,244.56,526.05,36.17,159.22,"theyenterintoVANETs. hastoexecutethelogin security,thelifecycleofevery"
4,0,0,0,0,6,2,KLADYP+TimesLTStd-Roman,10.0,143.64,268.47,277.38,278.43,268.47,504.5,143.64,298.62,wants to try changing its pass-
4,0,0,0,1,1,4,OLPGNG+FormataOTF-Reg,9.0,297.08,271.98,444.09,280.95,271.98,501.98,297.08,131.91,2)NORMALVEHICLEREGISTRATION
4,0,1,0,1,1,2,OZAJVJ+TimesLTStd-Italic,10.0,178.13,304.23,198.51,314.2,304.23,468.73,178.13,377.49,OBU
4,0,1,0,1,1,2,OZAJVJ+TimesLTStd-Italic,10.0,225.9,304.23,237.52,314.2,304.23,468.73,225.9,338.48,LE
4,0,0,0,0,3,2,KLADYP+TimesLTStd-Roman,10.0,240.13,304.33,277.38,314.3,304.33,468.63,240.13,298.62,. At this
4,0,1,0,1,1,2,OZAJVJ+TimesLTStd-Italic,10.0,117.45,316.19,137.82,326.15,316.19,456.78,117.45,438.18,OBU
4,0,0,0,0,6,2,KLADYP+TimesLTStd-Roman,10.0,146.01,316.29,538.29,328.45,316.29,454.48,146.01,37.71,changes from mistrust to trust :
4,0,0,0,1,1,2,KLADYP+TimesLTStd-Roman,10.0,357.91,333.8,373.41,343.76,333.8,439.16,357.91,202.59,AS:
4,0,1,0,0,3,7,OZAJVJ+TimesLTStd-Italic,7.6,340.69,337.09,491.79,344.66,337.09,438.26,340.69,84.21,i i i
4,0,1,0,1,1,2,OZAJVJ+TimesLTStd-Italic,10.0,182.9,364.01,203.28,373.97,364.01,408.96,182.9,372.72,OBU
4,0,0,0,0,4,2,KLADYP+TimesLTStd-Roman,10.0,36.17,388.02,484.24,402.27,388.02,380.65,36.17,91.76,canhaveacommunicationatsecurecommunicationphase. = || =
4,0,1,0,0,6,2,OZAJVJ+TimesLTStd-Italic,10.0,401.83,393.48,529.88,403.44,393.48,379.49,401.83,46.12,a hx id b a hpw
4,0,0,0,0,5,2,KLADYP+TimesLTStd-Roman,10.0,321.32,393.58,538.29,403.54,393.58,379.39,321.32,37.71,"andthencalculates ( ), ( ),"
4,0,1,0,0,5,7,OZAJVJ+TimesLTStd-Italic,7.6,406.82,396.87,531.98,404.44,396.87,378.49,406.82,44.02,i i i i i
4,0,0,0,0,6,2,KLADYP+TimesLTStd-Roman,10.0,36.17,399.97,470.2,414.23,399.97,368.7,36.17,105.8,"Whenthekeyslifecycleexpires,thevehiclesstatewill = || = || ||"
4,0,1,0,0,8,2,OZAJVJ+TimesLTStd-Italic,10.0,321.32,405.43,475.18,415.4,405.43,367.53,321.32,100.82,c a hpsk y d hid pw a
4,0,0,0,0,4,2,KLADYP+TimesLTStd-Roman,10.0,366.61,405.53,483.59,415.5,405.53,367.43,366.61,92.41,"( ), ( )."
4,0,1,0,0,7,7,OZAJVJ+TimesLTStd-Italic,7.6,325.74,408.82,477.28,416.4,408.82,366.53,325.74,98.72,i i i i i i i
4,0,0,0,0,3,2,KLADYP+TimesLTStd-Roman,10.0,36.17,411.93,334.05,427.45,411.93,355.48,36.17,241.95,becomemistrustfulandthekeyrevocationwillbeperformed. 3) AS
4,0,1,0,1,1,2,OZAJVJ+TimesLTStd-Italic,10.0,109.93,423.78,130.31,433.75,423.78,349.18,109.93,445.69,OBU
4,0,1,0,0,4,7,OZAJVJ+TimesLTStd-Italic,7.6,346.79,432.73,384.67,440.31,432.73,342.62,346.79,191.33,i i i i
4,0,1,0,0,3,7,OZAJVJ+TimesLTStd-Italic,7.6,426.06,480.55,493.13,488.13,480.55,294.8,426.06,82.87,i i i
4,0,0,0,1,1,4,ITGHYW+FormataOTFMdIt,9.0,298.08,514.3,337.31,523.27,514.3,259.66,298.08,238.69,C.LOGIN
4,0,1,0,0,4,7,OZAJVJ+TimesLTStd-Italic,7.6,340.69,555.48,520.67,563.06,555.48,219.87,340.69,55.33,i i i i
4,0,1,0,1,1,2,OZAJVJ+TimesLTStd-Italic,10.0,388.3,564.05,408.67,574.01,564.05,208.92,388.3,167.33,OBU
4,0,1,0,1,1,2,OZAJVJ+TimesLTStd-Italic,10.0,353.4,576.0,373.77,585.97,576.0,196.96,353.4,202.23,OBU
4,0,1,0,0,4,7,OZAJVJ+TimesLTStd-Italic,7.6,373.77,579.39,510.41,586.97,579.39,195.96,373.77,65.59,i i i i
4,0,0,0,0,3,2,GXICME+MTSYN,10.0,321.32,586.79,440.87,598.02,586.79,184.91,321.32,135.13,= || ||itveries
4,0,1,0,0,3,2,OZAJVJ+TimesLTStd-Italic,10.0,404.89,587.96,445.85,597.92,587.96,185.01,404.89,130.15,id pw a
