page_number,is_bold,is_italic,is_underline,is_all_caps,word_count,norm_font_size,font,font_size,x0,y0,x1,y1,space_above,space_below,space_left,space_right,text
1,0,0,0,0,6,2,RDPGBL+NimbusSanL-Regu,24.0,78.97,55.2,533.03,107.2,55.2,684.8,78.97,78.97,Blockchain based trust & authentication fordecentralizedsensornetworks
1,1,0,0,1,2,5,LIPUKM+NimbusSanL-Bold,11.0,48.27,276.43,69.0,287.43,276.43,504.57,48.27,543.0,1 I
1,1,0,0,1,1,9,LIPUKM+NimbusSanL-Bold,8.8,69.55,278.16,139.83,286.96,278.16,505.04,69.55,472.17,NTRODUCTION
1,0,0,0,0,3,6,Times-Roman,10.0,16.34,297.24,506.27,307.68,297.24,484.32,16.34,105.73,6 1.1.2 Blockchainasasecureddatastructure
1,0,0,0,1,1,12,BPRGVQ+URWPalladioL-Roma,7.6,63.98,300.2,91.86,307.8,300.2,484.2,63.98,520.14,ENSOR
1,0,0,0,0,4,7,BPRGVQ+URWPalladioL-Roma,9.5,48.0,546.29,564.0,660.02,546.29,131.98,48.0,48.0,"andtheirapplications. We rstexplainbrie ytheblockchaindatastructureaspre-1.1.1AuthenticationandtrustfordecentralizednetworkssentedinBitcoin.ThenwepresentissuesindecentralizednodeauthenticationandtrustmanagementforWSN.TheWecanndalotofdifferentapproachesforauthentica-lastpartofthispaperdescribesourmodelofablockchaintioninWSNandtheIoTintheliterature.AsoutlinedbasedsolutionforauthenticationandtrustmanagementbyMedagliaetal.[1],WSNshavespecicsecuritycon-whichprovideasolutiontoovercomedecentralizednet-straintsonnodeauthenticationtoensuredatavalidityandworksissues.condentiality.Trustmanagementistiedtoauthenticationmechanisms,asathemeantoidentifythetrusteeandthetruster.Wetakepreviousworkontrustevaluationin"
1,1,0,0,1,2,5,LIPUKM+NimbusSanL-Bold,11.0,312.27,651.72,336.66,662.72,651.72,129.28,312.27,275.34,2 T
1,1,0,0,1,1,9,LIPUKM+NimbusSanL-Bold,8.8,337.21,653.44,488.2,662.24,653.44,129.76,337.21,123.8,HEBLOCKCHAINTECHNOLOGY
2,0,0,0,0,9,7,BPRGVQ+URWPalladioL-Roma,9.5,48.0,62.4,300.0,71.9,62.4,720.1,48.0,312.0,"In his paper, Nakamoto describes the blockchain as a"
2,0,0,0,0,9,7,BPRGVQ+URWPalladioL-Roma,9.5,48.0,73.94,300.0,83.44,73.94,708.56,48.0,312.0,"database modeled by a linear sequence of blocks, each"
2,0,0,0,0,8,7,BPRGVQ+URWPalladioL-Roma,9.5,48.0,108.56,300.0,118.06,108.56,673.94,48.0,312.0,mutability. Bitcoin uses the blockchain to store nancial
2,1,0,0,1,4,5,LIPUKM+NimbusSanL-Bold,11.0,312.27,210.31,518.86,221.31,210.31,570.69,312.27,93.14,3 A T WSN
2,1,0,0,1,2,9,LIPUKM+NimbusSanL-Bold,8.8,337.94,212.03,488.5,220.83,212.03,571.17,337.94,123.5,UTHENTICATIONAND RUSTIN
2,0,0,0,0,3,24,GKXLEK+DejaVuSans,3.5,79.01,245.47,190.95,248.99,245.47,543.01,79.01,421.05,Version Version Version
2,0,0,0,0,3,24,GKXLEK+DejaVuSans,3.5,79.01,250.71,200.69,264.72,250.71,527.28,79.01,411.31,Incounter Incounter IncounterListofinputsListofinputsListofinputsOutcounterOutcounterOutcounter
2,0,0,0,0,3,24,GKXLEK+DejaVuSans,3.5,79.01,266.44,203.25,275.2,266.44,516.8,79.01,408.75,Listofoutputs Listofoutputs ListofoutputsLocktimeLocktimeLocktime
3,0,0,0,0,4,6,LYHTZR+CMMI10,10.0,61.91,71.17,390.56,89.06,71.17,702.94,61.91,221.44,AS= RD= (2) returnfalse(cid:2)(cid:3)
3,0,0,0,0,3,6,LYHTZR+CMMI10,10.0,98.06,82.94,261.79,93.08,82.94,698.92,98.06,350.21,RP= videostream videorecording
