page_number,is_bold,is_italic,is_underline,is_all_caps,word_count,norm_font_size,font,font_size,x0,y0,x1,y1,space_above,space_below,space_left,space_right,text
1,1,0,0,1,1,4,UJBGCS+FormataOTF-Bold,9.0,36.17,31.58,323.11,40.55,31.58,742.38,36.17,252.89,SPECIALSECTIONONSECURITYANDPRIVACYFORCLOUDANDIOT
1,0,0,0,0,4,1,KVAQBT+FormataOTFCond-Md,21.9,36.17,111.47,320.62,158.69,111.47,624.24,36.17,255.38,A Secure Authentication ProtocolforInternetofVehicles
1,0,0,0,0,4,8,FXBKOW+FormataOTFMd,7.5,132.7,173.81,387.19,181.3,173.81,601.63,132.7,188.81,1 2 3 4
1,0,0,0,0,3,3,FXBKOW+FormataOTFMd,9.9,36.17,175.61,462.61,185.47,175.61,597.46,36.17,113.39,"CHIEN-MINGCHEN ,BINXIANG,YININGLIU,ANDKING-HANGWANG ,(Member,IEEE)"
1,1,0,0,1,1,2,UJBGCS+FormataOTF-Bold,10.0,43.42,282.88,93.05,292.84,282.88,490.09,43.42,482.95,ABSTRACT
1,1,0,0,1,1,2,UJBGCS+FormataOTF-Bold,10.0,43.42,408.65,108.38,418.62,408.65,364.31,43.42,467.62,INDEXTERMS
1,1,0,0,1,1,4,UJBGCS+FormataOTF-Bold,9.0,37.17,448.49,112.63,457.46,448.49,325.47,37.17,463.37,I.INTRODUCTION
1,1,0,0,1,1,9,UJBGCS+FormataOTF-Bold,7.0,297.08,570.02,329.19,576.99,570.02,205.93,297.08,246.81,FIGURE1.
1,0,1,0,0,3,7,WGWZPJ+TimesLTStd-Italic,7.6,345.22,630.41,435.55,637.99,630.41,144.94,345.22,140.45,i i i
1,0,0,0,0,9,2,AWFZGI+TimesLTStd-Roman,10.0,36.17,638.68,538.28,672.95,638.68,109.98,36.17,37.72,"ofterrorism.Theymightalsoattempttogaincertainbene ts Recently, many authentication protocols for IoV havefromprovidingfalseinformationtoothervehicles,suchasbeendesignedtoprotectthesecurityofvehicles.In2017,attractingtrafctopassbytheirshopsorcompetingparkingYing"
2,1,0,0,1,1,4,UJBGCS+FormataOTF-Bold,9.0,37.17,257.61,118.24,266.57,257.61,516.36,37.17,457.76,II.RELATEDWORK
2,0,1,0,1,1,7,WGWZPJ+TimesLTStd-Italic,7.6,414.49,381.04,429.98,388.62,381.04,394.31,414.49,146.02,OBU
2,0,0,0,0,3,2,AWFZGI+TimesLTStd-Roman,10.0,36.17,388.02,538.28,433.85,388.02,349.08,36.17,37.72,"thevehicles locationandpublickeysignatureswereused theownersoftwomessages.topreventanattackersittingonaroadsidefromclaimingRecently,somestudieshavesuggestedusingsmartcardstotobealegalvehicularusertravelingonahighway.How-realizeanonymousandlightweightauthenticationforsecureever,whenconsideringlargevehiclepopulationsandlimitedvehicularnetworks[1],[3].Wong"
2,1,0,0,1,1,4,UJBGCS+FormataOTF-Bold,9.0,298.07,532.57,454.23,541.54,532.57,241.39,298.07,121.77,III.REVIEWSOFTHEASCPROTOCOL
2,0,0,0,0,3,2,AWFZGI+TimesLTStd-Roman,10.0,36.17,543.44,538.28,577.31,543.44,205.62,36.17,37.72,"pseudoidentity,andonlytheTAcanretrievetherealidentity Thissectionbrie ypresentstheASCprotocolforIoV.Threefromanypseudoidentity.rolesarepresentintheprotocol.ItisassumedthatasingleRegardinglargevehiclepopulations,thecollectionand"
2,0,1,0,1,1,2,WGWZPJ+TimesLTStd-Italic,10.0,297.08,567.25,308.21,577.21,567.25,205.72,297.08,267.79,TA
2,0,1,0,1,1,2,WGWZPJ+TimesLTStd-Italic,10.0,377.82,579.2,388.95,589.17,579.2,193.76,377.82,187.05,TA
2,0,1,0,1,1,2,WGWZPJ+TimesLTStd-Italic,10.0,391.96,591.16,403.09,601.12,591.16,181.81,391.96,172.91,TA
2,0,1,0,1,1,2,WGWZPJ+TimesLTStd-Italic,10.0,436.37,638.98,447.5,648.94,638.98,133.99,436.37,128.5,TA
2,0,1,0,1,1,2,WGWZPJ+TimesLTStd-Italic,10.0,485.78,674.84,496.9,684.81,674.84,98.12,485.78,79.1,TA
2,0,0,0,1,1,12,UFJNVA+FormataOTF-Reg,6.0,492.71,746.89,538.29,752.87,746.89,30.06,492.71,37.71,"VOLUME7,2019"
3,1,0,0,1,1,9,UJBGCS+FormataOTF-Bold,7.0,36.17,66.11,65.24,73.08,66.11,709.85,36.17,510.76,TABLE1.
3,0,0,0,0,7,2,AWFZGI+TimesLTStd-Roman,10.0,335.16,89.14,538.28,109.79,89.14,673.14,335.16,37.72,"tamp. Subsequently, it sends the login message,,,{}"
3,0,1,0,0,4,2,WGWZPJ+TimesLTStd-Italic,10.0,338.84,101.0,412.78,110.96,101.0,671.97,338.84,163.22,DIDV CV n T
3,0,1,0,0,3,7,WGWZPJ+TimesLTStd-Italic,7.6,362.24,104.39,401.79,111.96,104.39,670.97,362.24,174.21,ij i j
3,0,1,0,1,3,2,WGWZPJ+TimesLTStd-Italic,10.0,353.15,136.86,411.59,146.82,136.86,636.11,353.15,164.41,T T T
3,0,1,0,1,3,2,WGWZPJ+TimesLTStd-Italic,10.0,372.65,155.7,462.54,165.66,155.7,617.27,372.65,113.46,DIDR DIDV H
3,0,1,0,1,1,2,WGWZPJ+TimesLTStd-Italic,10.0,470.14,155.7,480.65,165.66,155.7,617.27,470.14,95.35,ID
3,0,0,0,0,5,2,AWFZGI+TimesLTStd-Roman,10.0,36.17,167.14,449.75,184.6,167.14,598.33,36.17,126.25,"whereseveresecurityproblemsarefound.Thenotationsused , , ,{ }Itsends"
3,0,1,0,0,4,2,WGWZPJ+TimesLTStd-Italic,10.0,372.05,174.53,441.77,184.5,174.53,598.43,372.05,134.23,DIDR CV n T
3,0,1,0,1,1,2,WGWZPJ+TimesLTStd-Italic,10.0,477.14,174.53,488.27,184.5,174.53,598.43,477.14,87.73,TA
3,0,1,0,0,3,7,WGWZPJ+TimesLTStd-Italic,7.6,395.84,177.92,430.78,185.5,177.92,597.43,395.84,145.22,i i j
3,0,1,0,1,3,2,WGWZPJ+TimesLTStd-Italic,10.0,460.15,186.49,538.29,196.45,186.49,586.48,460.15,37.71,R T TA
3,0,0,0,0,3,2,AWFZGI+TimesLTStd-Roman,10.0,307.04,186.59,525.37,196.55,186.59,586.38,307.04,50.63,"Step3:Onreceivingthemessagefrom attime ,the"
3,0,1,0,1,3,2,WGWZPJ+TimesLTStd-Italic,10.0,390.33,198.44,462.49,208.41,198.44,574.52,390.33,113.51,T T T
3,0,0,0,0,3,2,AWFZGI+TimesLTStd-Roman,10.0,341.24,198.54,538.29,208.51,198.54,574.42,341.24,37.71,rstveri es andabortswhen
3,0,0,0,1,1,4,BTZWHJ+FormataOTFMdIt,9.0,37.17,203.82,166.27,212.79,203.82,570.14,37.17,409.73,A.USERREGISTRATIONPHASE
3,0,1,0,1,1,2,WGWZPJ+TimesLTStd-Italic,10.0,71.04,239.52,82.17,249.48,239.52,533.45,71.04,493.83,TA
3,0,1,0,1,1,2,WGWZPJ+TimesLTStd-Italic,10.0,175.25,253.21,185.76,263.18,253.21,519.75,175.25,390.24,ID
3,0,1,0,1,1,2,WGWZPJ+TimesLTStd-Italic,10.0,257.9,253.21,272.28,263.18,253.21,519.75,257.9,303.72,PW
3,0,1,0,0,3,7,WGWZPJ+TimesLTStd-Italic,7.6,88.96,256.6,274.39,264.18,256.6,518.75,88.96,301.61,i V i
3,0,0,0,0,3,2,SLXHES+MTSYN,10.0,134.36,273.71,487.63,285.02,273.71,497.9,134.36,88.37,"= || ||,"
3,0,1,0,1,2,2,WGWZPJ+TimesLTStd-Italic,10.0,375.36,274.88,427.73,284.84,274.88,498.09,375.36,148.27,DIDV H
3,0,1,0,0,3,2,WGWZPJ+TimesLTStd-Italic,10.0,435.34,274.88,492.61,284.84,274.88,498.09,435.34,83.39,C PVID n
3,0,1,0,1,2,2,WGWZPJ+TimesLTStd-Italic,10.0,116.57,277.12,146.51,287.09,277.12,495.84,116.57,429.49,ID H
3,0,1,0,1,1,2,WGWZPJ+TimesLTStd-Italic,10.0,223.03,277.12,234.15,287.09,277.12,495.84,223.03,341.85,TA
3,0,0,0,0,3,7,UYMMWO+RMTMI,7.6,400.86,277.94,445.77,285.92,277.94,497.01,400.86,130.23,", 0 1"
3,0,1,0,1,1,2,WGWZPJ+TimesLTStd-Italic,10.0,384.86,287.83,395.37,297.79,287.83,485.14,384.86,180.63,ID
3,0,1,0,1,2,2,WGWZPJ+TimesLTStd-Italic,10.0,420.54,287.83,487.34,297.79,287.83,485.14,420.54,88.66,DIDV DIDR
3,0,1,0,1,1,2,WGWZPJ+TimesLTStd-Italic,10.0,244.19,289.08,258.57,299.04,289.08,483.89,244.19,317.43,PW
3,0,1,0,0,3,2,WGWZPJ+TimesLTStd-Italic,10.0,435.34,300.78,487.32,310.74,300.78,472.19,435.34,88.68,x PVID T
3,0,0,0,0,3,2,AWFZGI+TimesLTStd-Roman,10.0,46.13,313.09,357.0,329.68,313.09,453.25,46.13,219.0,"Step2: Whilereceivingtheregistrationrequestattime Here,"
3,0,1,0,1,1,2,WGWZPJ+TimesLTStd-Italic,10.0,373.95,319.62,384.46,329.58,319.62,453.35,373.95,191.54,ID
3,0,1,0,1,1,2,WGWZPJ+TimesLTStd-Italic,10.0,109.44,324.94,120.57,334.91,324.94,448.02,109.44,455.43,TA
3,0,1,0,1,1,2,WGWZPJ+TimesLTStd-Italic,10.0,417.63,331.57,430.36,341.53,331.57,441.4,417.63,145.64,CV
3,0,1,0,1,2,2,WGWZPJ+TimesLTStd-Italic,10.0,81.73,343.12,133.47,353.08,343.12,429.85,81.73,442.53,PVID H
3,0,1,0,1,1,2,WGWZPJ+TimesLTStd-Italic,10.0,141.07,343.12,151.58,353.08,343.12,429.85,141.07,424.42,ID
3,0,0,0,0,3,2,AWFZGI+TimesLTStd-Roman,10.0,158.86,343.22,538.28,353.59,343.22,429.34,158.86,37.72,) minatestheprotocolifanyoftheaboveveri cation
3,0,1,0,1,1,2,WGWZPJ+TimesLTStd-Italic,10.0,417.78,355.48,428.91,365.44,355.48,417.48,417.78,147.09,TA
3,0,0,0,0,3,2,AWFZGI+TimesLTStd-Roman,10.0,115.1,355.58,538.29,366.86,355.58,416.07,115.1,37.71,doesnothold. The subsequentlycomputesthe=||||
3,0,1,0,1,2,2,WGWZPJ+TimesLTStd-Italic,10.0,103.01,358.06,133.47,368.03,358.06,414.9,103.01,442.53,A H
3,0,1,0,1,1,2,WGWZPJ+TimesLTStd-Italic,10.0,195.15,358.06,217.83,368.03,358.06,414.9,195.15,358.17,PVID
3,0,1,0,0,4,7,WGWZPJ+TimesLTStd-Italic,7.6,109.1,361.46,222.46,369.03,361.46,413.9,109.1,353.54,i i i V
3,0,1,0,1,2,2,WGWZPJ+TimesLTStd-Italic,10.0,102.45,373.01,133.47,382.97,373.01,399.96,102.45,442.53,N H
3,0,1,0,0,3,2,WGWZPJ+TimesLTStd-Italic,10.0,201.85,373.01,253.83,382.97,373.01,399.96,201.85,322.17,x PVID T
3,0,1,0,1,2,2,WGWZPJ+TimesLTStd-Italic,10.0,394.47,384.28,427.17,394.24,384.28,388.69,394.47,148.83,C H
3,0,0,0,0,5,2,UYMMWO+RMTMI,10.0,184.24,389.12,243.38,399.98,389.12,382.95,184.24,332.62,", , , , ,{"
3,0,1,0,1,1,2,WGWZPJ+TimesLTStd-Italic,10.0,102.94,391.18,114.07,401.15,391.18,381.78,102.94,461.93,TA
3,0,1,0,0,3,2,WGWZPJ+TimesLTStd-Italic,10.0,187.93,391.18,252.24,401.15,391.18,381.78,187.93,323.76,A N gpyH
3,0,1,0,1,2,2,WGWZPJ+TimesLTStd-Italic,10.0,395.31,399.22,427.17,409.19,399.22,373.74,395.31,148.83,K H
3,0,1,0,1,2,2,WGWZPJ+TimesLTStd-Italic,10.0,394.5,414.17,426.06,424.13,414.17,358.8,394.5,149.94,M E
3,0,1,0,1,1,2,WGWZPJ+TimesLTStd-Italic,10.0,214.09,415.1,225.22,425.06,415.1,357.87,214.09,350.78,TA
3,0,1,0,0,3,7,WGWZPJ+TimesLTStd-Italic,7.6,402.8,417.56,448.84,425.13,417.56,357.8,402.8,127.16,i K c
3,0,0,0,0,4,2,AWFZGI+TimesLTStd-Roman,10.0,274.89,427.15,417.3,443.07,427.15,339.86,274.89,158.7,". , ,{ }Itsends"
3,0,1,0,1,3,2,WGWZPJ+TimesLTStd-Italic,10.0,372.05,433.0,409.33,442.97,433.0,339.96,372.05,166.67,C M T
3,0,1,0,1,1,2,WGWZPJ+TimesLTStd-Italic,10.0,497.72,444.96,508.85,454.92,444.96,328.01,497.72,67.15,TA
3,0,1,0,1,1,2,WGWZPJ+TimesLTStd-Italic,10.0,74.25,450.96,85.38,460.92,450.96,322.01,74.25,490.62,TA
3,0,1,0,1,3,2,WGWZPJ+TimesLTStd-Italic,10.0,427.23,456.91,489.47,466.88,456.91,316.05,427.23,86.53,T T T
3,0,0,0,0,3,7,AWFZGI+TimesLTStd-Roman,7.6,340.7,460.38,459.66,467.95,460.38,314.98,340.7,116.34,4 4 3
3,0,0,0,0,3,2,UYMMWO+RMTMI,10.0,335.16,466.81,515.75,478.93,466.81,304.0,335.16,60.25,", ,{ }otherwise.Subsequently,itsends"
3,0,1,0,1,3,2,WGWZPJ+TimesLTStd-Italic,10.0,470.49,468.87,507.78,478.83,468.87,304.1,470.49,68.22,C M T
3,0,0,0,1,1,4,BTZWHJ+FormataOTFMdIt,9.0,37.17,475.79,132.08,484.75,475.79,298.18,37.17,443.92,B.USERLOGINPHASE
3,0,1,0,1,3,2,WGWZPJ+TimesLTStd-Italic,10.0,416.77,492.78,482.73,502.74,492.78,280.19,416.77,93.27,T T T
3,0,0,0,0,3,2,AWFZGI+TimesLTStd-Roman,10.0,36.17,499.63,424.34,513.53,499.63,269.4,36.17,151.66,avehiclewiththegivensmartcard. = ||
3,0,1,0,1,2,2,WGWZPJ+TimesLTStd-Italic,10.0,335.16,504.73,375.13,514.7,504.73,268.23,335.16,200.87,C H
3,0,1,0,1,1,2,WGWZPJ+TimesLTStd-Italic,10.0,397.53,504.73,408.04,514.7,504.73,268.23,397.53,167.96,ID
