page_number,is_bold,is_italic,is_underline,is_all_caps,word_count,norm_font_size,font,font_size,x0,y0,x1,y1,space_above,space_below,space_left,space_right,text
1,0,0,0,0,7,1,MNTPMD+NimbusRomNo9L-Regu,23.9,48.96,52.58,563.08,104.33,52.58,687.67,48.96,48.92,An Ef cient Anonymous Authentication Scheme forInternetofVehicles
1,0,0,0,0,3,6,QKZMBU+NimbusRomNo9L-Medi,9.0,48.96,260.96,300.04,269.93,260.96,522.07,48.96,311.96,traf csafetyandef ciencyandcreateamorecomfortabledriving
1,0,0,0,1,1,15,YDIEOA+Calibri,5.3,448.54,269.51,458.49,274.84,269.51,517.16,448.54,153.51,VNO
1,0,0,0,0,3,6,QKZMBU+NimbusRomNo9L-Medi,9.0,48.96,320.84,299.99,329.81,320.84,462.19,48.96,312.01,androadsideunits.We rstproposeanewcerti catelessshort
1,0,0,0,0,4,15,YDIEOA+Calibri,5.3,377.14,324.95,549.76,332.83,324.95,459.17,377.14,62.24,MobileWiFi DSRCRoadside ConsumerNetwork ElectricalCharging
1,0,0,0,0,3,15,YDIEOA+Calibri,5.3,16.34,331.35,539.43,339.22,331.35,452.78,16.34,72.57,"Wi-FiHotspots, Home/DealershipWi-Fi.Infrastructure Network"
1,0,0,0,0,3,15,YDIEOA+Calibri,5.3,373.62,337.74,498.71,343.35,337.74,448.65,373.62,113.29,"802.11u,3G/4G 802.11p(V2I) Hotspots,Femtocells"
1,0,0,0,0,6,6,QKZMBU+NimbusRomNo9L-Medi,9.0,48.96,360.68,300.11,369.65,360.68,422.35,48.96,311.89,"quickauthentication scheme for IoV. Additionally,the quan-"
1,0,0,0,1,3,5,Times-Roman,10.0,16.34,399.9,150.68,417.25,399.9,374.75,16.34,461.32,3 I. I
1,0,0,0,1,1,8,MNTPMD+NimbusRomNo9L-Regu,8.0,151.2,408.85,213.23,416.82,408.85,375.18,151.2,398.77,NTRODUCTION
1,0,0,0,0,9,5,Times-Roman,10.0,16.34,409.9,563.14,444.01,409.9,347.99,16.34,48.86,"23 Today,theInternetofThings(IoT)iswidelyusedinvarious vehicles mobile vehicular cloud computing. Vehicles and0areas,includingsmarttransportation,smartgrid,smarthealth,RSUsoftenhavethreekindsofresourcesincludingdata"
