page_number,is_bold,is_italic,is_underline,is_all_caps,word_count,norm_font_size,font,font_size,x0,y0,x1,y1,space_above,space_below,space_left,space_right,text
1,0,0,0,0,6,1,SOMNZO+NimbusRomNo9L-Regu,23.9,56.16,52.58,555.88,104.33,52.58,687.67,56.16,56.12,Performance Analysis and Industry Deployment ofPost-QuantumCryptographyAlgorithms
1,0,0,0,0,3,5,SOMNZO+NimbusRomNo9L-Regu,11.0,107.64,121.99,518.09,132.95,121.99,659.05,107.64,93.91,ElifDicleDemir BuseBilgin MehmetCengizOnbasl
1,0,0,0,0,3,6,VGFMDA+NimbusRomNo9L-ReguItal,10.0,16.34,135.24,543.21,218.92,135.24,573.08,16.34,68.79,"ElectricalandElectronicsEng.Dept. 6GENLab.,Next-GenR&D ElectricalandElectronicsEng.Dept.KocUniversityNetworkTechnologies,TurkcellKocUniversityIstanbul,TurkiyeIstanbul,TurkiyeIstanbul,Turkiyeelifdemir21@ku.edu.trbuse.bilgin@turkcell.com.trmonbasli@ku.edu.tr520"
1,0,0,0,0,6,7,HEXWPI+NimbusRomNo9L-Medi,9.0,98.76,219.2,299.99,228.17,219.2,563.83,98.76,312.01,"As quantum computing advances, modern cryp-"
1,0,0,0,0,8,7,HEXWPI+NimbusRomNo9L-Medi,9.0,48.96,249.08,299.95,258.05,249.08,533.95,48.96,312.05,Institute of Standards and Technology (NIST) has selected
1,0,0,0,0,8,6,SOMNZO+NimbusRomNo9L-Regu,10.0,312.0,302.29,563.38,312.25,302.29,479.75,312.0,48.62,"both classical and quantum attacks, cost and performance"
1,0,0,0,0,3,6,SOMNZO+NimbusRomNo9L-Regu,10.0,312.0,314.29,563.12,324.25,314.29,467.75,312.0,48.88,"ef ciency,andimplementationcharacteristicssuchas exi-"
1,0,0,0,0,3,7,HEXWPI+NimbusRomNo9L-Medi,9.0,48.96,328.76,300.07,337.73,328.76,454.27,48.96,311.93,accelerationbene ts.Our ndingsdemonstratethatKyberand
1,0,0,0,0,7,7,HEXWPI+NimbusRomNo9L-Medi,9.0,48.96,358.64,299.95,367.61,358.64,424.39,48.96,312.05,"security levels. Beyond technical performance, the real-world"
1,0,0,0,0,3,6,Times-Roman,10.0,16.34,383.9,563.24,396.01,383.9,395.99,16.34,48.76,"v foundations,computationalef ciency,andreal-worldapplica-"
1,0,0,0,0,7,7,HEXWPI+NimbusRomNo9L-Medi,9.0,48.96,438.32,300.08,447.29,438.32,344.71,48.96,311.92,"PQC into 5G authentication, subscriber identity protection,"
1,0,0,0,0,6,7,HEXWPI+NimbusRomNo9L-Medi,9.0,48.96,458.24,300.07,467.21,458.24,324.79,48.96,311.93,"the computational trade-offs, deployment considerations, and"
1,0,0,0,0,8,6,Times-Roman,10.0,16.34,478.9,563.1,491.77,478.9,300.23,16.34,48.9,"2 quantum cryptographic algorithms, speci cally Kyber and"
1,0,0,0,0,5,7,LBKQTQ+NimbusRomNo9L-MediItal,9.0,58.92,486.4,300.11,497.09,486.4,294.91,58.92,311.89,"Index Terms Post-Quantum Cryptography, CRYSTALS-"
1,0,0,0,0,10,6,SOMNZO+NimbusRomNo9L-Regu,10.0,312.0,517.57,563.12,527.53,517.57,264.47,312.0,48.88,"tational ef ciency in the real-world adoption of PQC, our"
1,0,0,0,1,2,6,SOMNZO+NimbusRomNo9L-Regu,10.0,135.6,538.21,150.68,548.17,538.21,243.83,135.6,461.32,I. I
1,0,0,0,1,1,9,SOMNZO+NimbusRomNo9L-Regu,8.0,151.2,539.77,213.23,547.74,539.77,244.26,151.2,398.77,NTRODUCTION
1,0,0,0,1,4,9,SOMNZO+NimbusRomNo9L-Regu,8.0,337.92,622.57,559.31,630.54,622.57,161.46,337.92,52.69,ESTING ETHODOLOGYAND NVIRONMENT ETUP
1,0,0,0,0,3,6,SOMNZO+NimbusRomNo9L-Regu,10.0,48.96,624.97,466.79,642.97,624.97,149.03,48.96,145.21,Groversexploitquantumparallelismtobreakwidelyused P A
1,0,0,0,1,3,9,SOMNZO+NimbusRomNo9L-Regu,8.0,372.24,634.57,502.79,642.54,634.57,149.46,372.24,109.21,FOR ERFORMANCE NALYSIS
1,0,0,0,0,3,6,SOMNZO+NimbusRomNo9L-Regu,10.0,48.96,636.97,563.41,718.57,636.97,73.43,48.96,48.59,"cryptographicprimitives.Shorsalgorithmef cientlyfactorslargeintegersandsolvesthediscretelogarithmproblem, Tounderstandtheircomputationalfeasibility,weconductedunderminingthesecurityofRSAandEllipticCurveCryp-adetailedperformanceanalysisofKyberandDilithiumun-tography(ECC),whileGroversalgorithmacceleratesbrute-dercontrolledbenchmarkingconditions.Theperformanceofforceattacks,signicantlyreducingtheeffectivesecurityofcryptographicalgorithmsisacriticalfactorintheirreal-symmetricencryptionschemes[2].Asresearchcontinuestoworldadoption,particularlyinPQC,wherecomputationalrenequantumhardware,theurgencytotransitiontowardsefciencydirectlyimpactspracticaldeploymentinconstrained"
2,0,0,0,0,8,6,SOMNZO+NimbusRomNo9L-Regu,10.0,48.96,51.13,563.37,332.05,51.13,459.95,48.96,48.63,"environments.Thissectionpresentsabenchmarkingstudyof The AVX2 optimization signi cantly reduces executionKyberandDilithium,evaluatingtheirexecutiontimeacrosstime,yieldinganaveragespeedupof5.98acrossdifferentkeyoperationssuchaskeygeneration,encapsulation,de-securitylevels.Themostsubstantialgainsoccurindecapsu-capsulation,signing,andverication.Additionally,optimiza-lation,whichisreducedbyupto6.65duetothevectorizedtionsleveragingAVX2vectorinstructionsareexaminedtopolynomialarithmeticenabledbyAVX2instructions.Thisassesstheimpactofhardwareaccelerationonperformance.demonstratesthatKyberbenetsgreatlyfromparallelization,Furthermore,wecomparethesePQCalgorithmswithwidelymakingitwell-suitedforoptimizedhardwareimplementations.usedclassicalcryptographicschemesEllipticCurveDife-Similarly,asshowninTableII,theexecutiontimeofHellman(ECDH),EllipticCurveDigitalSignatureAlgorithmDilithiumscaleswithsecuritylevels,withDilithium-2execut-(ECDSA),andRSAtoanalyzethetrade-offsinexecutioningin0.643mswhileDilithium-5requires1.36ms.Unliketimeandefciencywhentransitioningtoquantum-resistantKyber,whereoperationsarerelativelybalanced,Dilithiumscryptography.signingstepdominatesexecutiontimeaccountingforoverEachcryptographicoperationwasexecuted1,000timesto60%ofthetotalruntimeinallsecuritylevels.Thisisduetotheensureconsistency,withmedianandaverageexecutiontimesstructuredlatticesamplingrequiredforsignaturegeneration,recorded.Thebenchmarkingmethodologyfollowsstandardwhichisinherentlymorecomputationallyexpensivethancryptographicevaluationpractices,convertingmeasuredCPUverication.cyclestoexecutiontimeusingaxed3.3GHzclock.Weeval-TheAVX2speedupforDilithiumislowerthanforKyberuatedbothreferenceandAVX2-optimizedimplementationsof(4.8onaverage),butstillsignicant,particularlyintheKyberandDilithiumtoassesstheperformancegainsfromsigningoperation,whichachievesuptoa5.83reductionvectorizedinstructions.Additionally,tocomparePQCwithinexecutiontime.Thevericationstepseesthesmallestclassicalcryptography,wetestedECDH,ECDSA,andRSAspeedup(3.76),reectingitsalreadyefcientnature.TheunderthesameconditionsusingOpenSSLlibraries.resultsemphasizethatwhileDilithiumiscomputationallyheavierthanKyber,itsAVX2-optimizedvariantbringsnotableIII.PEK"
