page_number,is_bold,is_italic,is_underline,is_all_caps,word_count,norm_font_size,font,font_size,x0,y0,x1,y1,space_above,space_below,space_left,space_right,text
1,0,0,1,1,2,9,Helvetica,7.999899864196777,200.01,94.97,279.04,102.97,94.97,689.03,200.01,332.96,RESEARCH ARTICLE
1,0,0,1,0,10,2,OpenSans,18.0,200.01,109.47,571.81,172.49,109.47,619.51,200.01,40.19,BlockAuth: A blockchain-based framework for secure vehicle authentication and authorization
1,1,0,1,0,9,19,Helvetica-Bold,8.624974966049194,200.01,186.63,421.81,196.35,186.63,595.65,200.01,190.19,"Gauhar Ali ID * , Mohammed ElAffendi, Naveed Ahmad"
1,0,0,1,0,18,9,Helvetica,7.999899864196777,200.01,205.46,550.74,223.44,205.46,568.56,200.01,61.26,"EIAS Data Science and Blockchain Lab, College of Computer and Information Sciences, Prince Sultan University, Riyadh, Saudi Arabia"
1,0,0,1,0,141,7,Helvetica,9.5,200.01,296.44,575.98,459.98,296.44,332.02,200.01,36.02,"Intelligent Transport System (ITS) offers inter-vehicle communication, safe driving, road condition updates, and intelligent traffic management. This research intends to propose a novel decentralized “BlockAuth” architecture for vehicles, authentication, and authorization, traveling across the border. It is required because the existing architects rely on a single Trusted Authority (TA) for issuing certifications, which can jeopardize privacy and system integrity. Similarly, the centralized TA, if failed, can cause the whole system to collapse. Fur- thermore, a unique “Proof of Authenticity and Integrity” process is proposed, redirecting driv- ers/vehicles to their home country for authentication, ensuring the security of their credentials. Implemented with Hyperledger Fabric, BlockAuth ensures secure vehicle authentication and authorization with minimal computational overhead, under 2%. Further- more, it opens up global access, enforces the principles of separation of duty and least privi- lege, and reinforces resilience via decentralization and automation."
1,0,0,1,0,189,6,MinionPro-Regular,10.0,200.01,532.0,574.87,711.0,532.0,81.0,200.01,37.13,"Intelligent Transport System (ITS) [ 1 ] has been a forefront research area in recent years. ITS makes vehicle transportation safe and easy by making vehicles intelligent. ITS communication architecture consists of Intelligent Transport System-Stations (ITS-Ss), i.e., Road Side Units (RSUs), and vehicles. Every vehicle has an On-Board Unit (OBU) for communication with other vehicles. Moreover, ITS has defined two means of communication [ 2 ] i.e., Vehicle-to- Vehicle (V2V) and Vehicle-to-Infrastructure (V2I). Both V2V and V2I communications are defined by IEEE 802.11P standard [ 3 ]. Each ITS-S broadcasts Cooperative Awareness Mes- sages (CAMs) [ 4 ] periodically to their neighbors. The vehicles and RSUs broadcast CAMs to attain road safety. CAMs are used for emergency vehicle warnings, emergency brakes, etc. Similarly, Decentralized Environmental Notification Message (DENMs) [ 5 ] contains informa- tion like traffic congestion or a road hazard. Unlike CAMs, DENMs are triggered in response to an event. It broadcasts to warn drivers/vehicles about hazardous road events. The vehicles and RSUs must be registered with the Certification Authority. The Enrollment Certification Authority (ECA) [ 6 ] generates two types of certificates for data signing and data"
1,0,0,1,1,2,1,Gotham-Medium,20.63995933532715,34.7,28.79,141.26,52.32,28.79,739.68,34.7,470.74,PLOS ONE
1,0,0,1,0,10,9,Helvetica,7.999899864196777,36.0,749.6,576.0,757.6,749.6,34.4,36.0,36.0,"PLOS ONE | https://doi.org/10.1371/journal.pone.0291596 September 21, 2023 1 / 28"
1,0,0,1,0,5,6,MinionPro-Regular,10.0,36.0,252.67,87.87,308.65,252.67,483.35,36.0,524.13,a1111111111 a1111111111 a1111111111 a1111111111 a1111111111
1,0,0,1,1,2,9,ArialMT,7.999899864196777,47.62,358.44,104.58,366.44,358.44,425.56,47.62,507.42,OPEN ACCESS
1,1,0,1,0,8,9,Helvetica-Condensed-Bold,7.999899864196777,36.0,374.58,168.01,382.58,374.58,409.42,36.0,443.99,"Citation: Ali G, ElAffendi M, Ahmad N (2023)"
1,0,0,1,0,16,9,Helvetica-Condensed,7.999899864196777,36.0,385.57,176.0,426.57,385.57,365.43,36.0,436.0,BlockAuth: A blockchain-based framework for secure vehicle authentication and authorization. PLoS ONE 18(9): e0291596. https://doi.org/ 10.1371/journal.pone.0291596
1,1,0,1,0,5,9,Helvetica-Condensed-Bold,7.999899864196777,36.0,435.58,155.52,443.58,435.58,348.42,36.0,456.48,"Editor: Shitharth Selvarajan, Kebri Dehar"
1,0,0,1,0,4,9,Helvetica-Condensed,7.999899864196777,36.0,446.58,165.87,454.58,446.58,337.42,36.0,446.13,"University: Kabridahar University, ETHIOPIA"
1,1,0,1,0,18,9,Helvetica-Condensed-Bold,7.999899864196777,36.0,463.58,165.95,522.61,463.58,269.39,36.0,446.05,"Received: July 19, 2023 Accepted: September 4, 2023 Published: September 21, 2023 Peer Review History: PLOS recognizes the"
1,0,0,1,0,38,9,Helvetica-Condensed,7.999899864196777,36.0,525.61,186.92,588.6,525.61,203.4,36.0,425.08,"benefits of transparency in the peer review process; therefore, we enable the publication of all of the content of peer review and author responses alongside final, published articles. The editorial history of this article is available here: https://doi.org/10.1371/journal.pone.0291596"
1,1,0,1,0,10,9,Helvetica-Condensed-Bold,7.999899864196777,36.0,597.61,183.84,605.61,597.61,186.39,36.0,428.16,Copyright: 2023 Ali et al. This is an open access
1,0,0,1,0,30,9,Helvetica-Condensed,7.999899864196777,36.0,608.6,182.25,660.6,608.6,131.4,36.0,429.75,"article distributed under the terms of the Creative Commons Attribution License , which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited."
1,1,0,1,0,5,9,Helvetica-Condensed-Bold,7.999899864196777,36.0,669.6,182.75,677.6,669.6,114.4,36.0,429.25,Data Availability Statement: The implementation
1,0,0,1,0,14,9,Helvetica-Condensed,7.999899864196777,36.0,680.6,182.49,710.6,680.6,81.4,36.0,429.51,code and sample access control policies are available on GitHub at https://github.com/gali675/ BlockAuth.git .
2,0,0,1,0,337,6,MinionPro-Regular,10.0,200.01,76.59,575.94,398.62,76.59,393.38,200.01,36.06,"encryption. Moreover, the Transition Certification Authority (TCA) generates the transition certificates for vehicles and RSUs to invoke transactions on the Blockchain (BC). At present, ITS has a number of challenges, i.e., integrity, privacy, centralization, and trust among ITS network nodes [ 7 , 8 ]. In [ 9 ], the authors have introduced a trusted entity called Delegation Service (DS). The DS is responsible for cross-domain access control. It redirects the vehicle to its parent domain CA for authentication. After successful authentication, DS authorized the vehicle for a service based on access control policies attached to the service. Similarly, in [ 10 , 11 ], the authors have suggested a novel access control framework for virtual coalitions. In the virtual coalition, there is a lack of trust among the member organizations. Therefore, the authors have introduced a centralized trusted mediator. It performs authentica- tion and privacy preservation for clients as well as service owners. In [ 9 11 ], a centralized trusted entity is used to implement access control mechanisms. However, the centralized entity, if failed, could crumble access control mechanisms. Moreover, the trusted entity has low resilience to different attacks or hacks like Denial of Service (DOS) attacks, Dynamic Denial of Service (DDOS) attacks, and Sybil attacks [ 12 ]. In the centralized system, partici- pants authorize the trusted entity to make authorization decisions. Hence, the trusted entity can alter service provider policies to allow illegal authorization. Also, the principles of the sepa- ration of duty and least privilege are not considered during the implementation of the authori- zation service. Moreover, these authentication and authorization mechanisms require high computation power and have complex implementations. Therefore, these mechanisms are not suitable for ITS. Similarly, Public Key Infrastructure (PKI) is used for vehicle and RSU authentication and authorization in the literature [ 13 15 ]. However, like centralized authentication mechanisms, PKI has the same limitations. Moreover, PKI does not have sensing functionalities like vehi- cles. Therefore, it does not have enough information about the reality of the situation."
2,0,0,1,0,228,6,MinionPro-Regular,10.0,200.01,436.98,574.7,711.0,436.98,81.0,200.01,37.3,"The following are the problems within the existing literature. • A centralized trusted access control service is a single point of failure and has low resilience to different attacks. • As a result of inadequate implementation of the separation of duty and least privilege princi- ple, the users are granted excessive privileges. • This trusted third-party service can perform illegal authorization by altering stored authori- zation policies • This trusted service can expose user credentials without user consent. To address these problems, we propose a BC-based architecture for cross-border vehicle authentication and authorization called BlockAuth. Let’s suppose a scenario where different countries form a virtual coalition to facilitate vehicle traveling across the border. Each country in the coalition has a local CA to manage local/internal vehicle certificates. Likewise, the global CAs originate from various countries and collaboratively constitute a virtual coalition known as the BC network. The BC has a single smart contract. The BC stores access control policies for global/external vehicles. During the authentication of an external vehicle, the smart con- tract broadcasts the vehicle “join” request to all the local CAs. Subsequently, the CA responsi- ble for the initial vehicle registration, authenticates and provides the Proof of Authenticity and Integrity (PoAI). Similarly, during authorization, the smart contract authorizes the vehicle based on SP access control policies. We use BC to store and validate access control policies."
2,0,0,1,1,2,5,Gotham-Medium,11.0,34.98,35.85,91.82,48.39,35.85,743.61,34.98,520.18,PLOS ONE
2,0,0,1,0,8,9,Helvetica,7.999899864196777,341.07,39.81,576.0,47.8,39.81,744.2,341.07,36.0,BlockAuth: An access control framework for vehicles communication
2,0,0,1,0,10,9,Helvetica,7.999899864196777,36.0,749.6,576.0,757.6,749.6,34.4,36.0,36.0,"PLOS ONE | https://doi.org/10.1371/journal.pone.0291596 September 21, 2023 2 / 28"
2,1,0,1,0,6,9,Helvetica-Condensed-Bold,7.999899864196777,36.0,76.89,164.94,84.89,76.89,707.11,36.0,447.06,Funding: The author(s) received no specific
2,0,0,1,0,4,9,Helvetica-Condensed,7.999899864196777,36.0,87.88,99.6,95.88,87.88,696.12,36.0,512.4,funding for this work.
2,1,0,1,0,6,9,Helvetica-Condensed-Bold,7.999899864196777,36.0,104.89,179.57,112.89,104.89,679.11,36.0,432.43,Competing interests: The authors have declared
2,0,0,1,0,5,9,Helvetica-Condensed,7.999899864196777,36.0,115.89,134.43,123.89,115.89,668.11,36.0,477.57,that no competing interests exist.
2,1,0,1,0,5,9,Helvetica-Condensed-Bold,7.999899864196777,36.0,132.9,180.09,140.9,132.9,651.1,36.0,431.91,"Abbreviations: BC, Blockchain; BSM, Blockchain"
2,0,0,1,0,28,9,Helvetica-Condensed,7.999899864196777,36.0,143.9,186.68,206.89,143.9,585.11,36.0,425.32,"Service Manager; CA, Certification Authority; CAMs, Cooperative Awareness Messages; DENMs, Decentralized Environmental Notification Messages; ECA, Enrollment Certification Authority; ITS, Intelligent Transportation System; ITS-Ss, Intelligent Transport System-Stations; LTC, Long"
