page_number,is_bold,is_italic,is_underline,is_all_caps,word_count,norm_font_size,font,font_size,x0,y0,x1,y1,space_above,space_below,space_left,space_right,text
1,0,0,1,0,5,2,Times-Roman,20.0,10.94,188.92,37.62,540.0,188.92,252.0,10.94,574.38,arXiv:2503.12952v2  [cs.CR]  31 Mar 2025
1,0,0,1,0,9,1,NimbusRomNo9L-Regu,23.910400390625,56.16,53.12,555.88,104.87,53.12,687.13,56.16,56.12,Performance Analysis and Industry Deployment of Post-Quantum Cryptography Algorithms
1,0,0,1,0,3,3,NimbusRomNo9L-Regu,10.958900451660156,107.64,122.24,183.41,133.2,122.24,658.8,107.64,428.59,Elif Dicle Demir
1,0,0,1,0,10,4,NimbusRomNo9L-ReguItal,9.962639808654785,68.88,135.48,222.33,182.4,135.48,609.6,68.88,389.67,"Electrical and Electronics Eng. Dept. Koc¸ University Istanbul, T¨urkiye elifdemir21@ku.edu.tr"
1,0,0,1,0,10,4,NimbusRomNo9L-ReguItal,9.962639808654785,242.04,135.48,369.97,182.4,135.48,609.6,242.04,242.03,"6GEN Lab., Next-Gen R&D Network Technologies, Turkcell Istanbul, T¨urkiye buse.bilgin@turkcell.com.tr"
1,0,0,1,0,3,3,NimbusRomNo9L-Regu,10.958900451660156,411.84,122.24,521.09,133.2,122.24,658.8,411.84,90.91,Mehmet Cengiz Onbas¸lı
1,0,0,1,0,10,4,NimbusRomNo9L-ReguItal,9.962639808654785,389.76,135.48,543.21,182.4,135.48,609.6,389.76,68.79,"Electrical and Electronics Eng. Dept. Koc¸ University Istanbul, T¨urkiye monbasli@ku.edu.tr"
1,0,0,1,0,216,5,NimbusRomNo9L-MediItal,8.96638011932373,48.96,217.53,300.16,527.17,217.53,264.83,48.96,311.84,"Abstract —As quantum computing advances, modern cryp- tographic standards face an existential threat, necessitating a transition to post-quantum cryptography (PQC). The National Institute of Standards and Technology (NIST) has selected CRYSTALS-Kyber and CRYSTALS-Dilithium as standardized PQC algorithms for secure key exchange and digital signatures, respectively. This study conducts a comprehensive performance analysis of these algorithms by benchmarking execution times across cryptographic operations such as key generation, encapsu- lation, decapsulation, signing, and veriﬁcation. Additionally, the impact of AVX2 optimizations is evaluated to assess hardware acceleration beneﬁts. Our ﬁndings demonstrate that Kyber and Dilithium achieve efﬁcient execution times, outperforming classi- cal cryptographic schemes such as RSA and ECDSA at equivalent security levels. Beyond technical performance, the real-world deployment of PQC introduces challenges in telecommunications networks, where large-scale infrastructure upgrades, interoper- ability with legacy systems, and regulatory constraints must be addressed. This paper examines the feasibility of PQC adoption in telecom environments, highlighting key transition challenges, security risks, and implementation strategies. Through industry case studies, we illustrate how telecom operators are integrating PQC into 5G authentication, subscriber identity protection, and secure communications. Our analysis provides insights into the computational trade-offs, deployment considerations, and standardization efforts shaping the future of quantum-safe cryp- tographic infrastructure. Index Terms —Post-Quantum Cryptography, CRYSTALS- Kyber, CRYSTALS-Dilithium, NIST Standardization, Telecom- munications Security, Cryptographic Deployment, Quantum-Safe Networks."
1,0,0,1,1,3,7,NimbusRomNo9L-Regu,8.96637487411499,135.6,538.43,213.23,548.4,538.43,243.6,135.6,398.77,I. I NTRODUCTION
1,0,0,1,0,110,4,NimbusRomNo9L-Regu,9.962639808654785,48.96,553.43,300.37,718.8,553.43,73.2,48.96,311.63,"Modern cryptographic systems rely on the computational intractability of certain mathematical problems, such as integer factorization and discrete logarithms, to ensure the security of digital communication and data protection [1]. The advent of quantum computing poses a fundamental threat to modern cryptographic systems, as algorithms such as Shor’s and Grover’s exploit quantum parallelism to break widely used cryptographic primitives. Shor’s algorithm efﬁciently factors large integers and solves the discrete logarithm problem, undermining the security of RSA and Elliptic Curve Cryp- tography(ECC), while Grover’s algorithm accelerates brute- force attacks, signiﬁcantly reducing the effective security of symmetric encryption schemes [2]. As research continues to reﬁne quantum hardware, the urgency to transition towards"
1,0,0,1,0,242,4,NimbusRomNo9L-Regu,9.962639808654785,312.0,218.75,563.38,611.52,218.75,180.48,312.0,48.62,"quantum-resistant cryptographic solutions has become a press- ing concern. To address these emerging threats, the National Institute of Standards and Technology (NIST) initiated the Post-Quantum Cryptography (PQC) Standardization process to develop cryp- tographic algorithms resilient to quantum threats. The evalua- tion criteria for candidate algorithms include security against both classical and quantum attacks, cost and performance efﬁciency, and implementation characteristics such as ﬂexi- bility and resistance to side-channel attacks [3]. As a result of the NIST standardization process, CRYSTALS-Kyber and HQC were selected as key encapsulation mechanisms (KEMs), while CRYSTALS-Dilithium, Falcon, and SPHINCS+ were chosen as digital signature schemes due to their strong security foundations, computational efﬁciency, and real-world applica- bility. Kyber is a lattice-based KEM, while HQC is a code- based KEM, both ensuring secure key exchange over insecure communication channels. Similarly, Dilithium and Falcon are lattice-based digital signature schemes designed for message authenticity and integrity, whereas SPHINCS+ is a hash-based scheme. [4] This study focuses on the performance evaluation of post- quantum cryptographic algorithms, speciﬁcally Kyber and Dilithium, by benchmarking their execution times across key cryptographic operations. Given the critical role of compu- tational efﬁciency in the real-world adoption of PQC, our analysis provides insights into their feasibility for practical deployment. Additionally, as the transition to quantum-safe cryptography involves not only technical performance but also industry-wide adoption challenges, we extend our study to include an industry perspective, assessing the implications of PQC deployment in telecommunications and broader enter- prise environments."
1,0,0,1,1,15,7,NimbusRomNo9L-Regu,8.96637487411499,315.72,621.23,559.31,643.2,621.23,148.8,315.72,52.69,II. T ESTING M ETHODOLOGY AND E NVIRONMENT S ETUP FOR P ERFORMANCE A NALYSIS
1,0,0,1,0,46,4,NimbusRomNo9L-Regu,9.962639808654785,312.0,649.07,563.41,718.8,649.07,73.2,312.0,48.59,"To understand their computational feasibility, we conducted a detailed performance analysis of Kyber and Dilithium un- der controlled benchmarking conditions. The performance of cryptographic algorithms is a critical factor in their real- world adoption, particularly in PQC, where computational efﬁciency directly impacts practical deployment in constrained"
2,0,0,1,0,161,4,NimbusRomNo9L-Regu,9.962639808654785,48.96,51.35,300.45,312.48,51.35,479.52,48.96,311.55,"environments. This section presents a benchmarking study of Kyber and Dilithium, evaluating their execution time across key operations such as key generation, encapsulation, de- capsulation, signing, and veriﬁcation. Additionally, optimiza- tions leveraging AVX2 vector instructions are examined to assess the impact of hardware acceleration on performance. Furthermore, we compare these PQC algorithms with widely used classical cryptographic schemes—Elliptic Curve Difﬁe- Hellman (ECDH), Elliptic Curve Digital Signature Algorithm (ECDSA), and RSA—to analyze the trade-offs in execution time and efﬁciency when transitioning to quantum-resistant cryptography. Each cryptographic operation was executed 1,000 times to ensure consistency, with median and average execution times recorded. The benchmarking methodology follows standard cryptographic evaluation practices, converting measured CPU cycles to execution time using a ﬁxed 3.3 GHz clock. We eval- uated both reference and AVX2-optimized implementations of Kyber and Dilithium to assess the performance gains from vectorized instructions. Additionally, to compare PQC with classical cryptography, we tested ECDH, ECDSA, and RSA under the same conditions using OpenSSL libraries."
2,0,0,1,1,11,7,NimbusRomNo9L-Regu,8.96637487411499,69.12,322.32,279.83,344.16,322.32,447.84,69.12,332.17,III. P ERFORMANCE E VALUATION OF K YBER AND D ILITHIUM
