page_number,is_bold,is_italic,is_underline,is_all_caps,word_count,norm_font_size,font,font_size,x0,y0,x1,y1,space_above,space_below,space_left,space_right,text
1,0,0,1,0,9,23,CMBX10,9.962599754333496,45.5,53.11,179.85,73.74,53.11,768.15,45.5,415.42,Noname manuscript No. (will be inserted by the editor)
1,0,0,1,0,11,2,CMBX12,15.940199851989746,42.11,137.25,475.67,171.13,137.25,670.76,42.11,119.61,"Post Quantum Cryptography: Techniques, Challenges, Standardization, and Directions for Future Research"
1,0,0,1,0,13,23,CMBX10,9.962599754333496,41.71,189.25,405.01,211.66,189.25,630.23,41.71,190.27,"Ritik Bavdekar Eashan Jayant Chopde Ashutosh Bhatia Kamlesh Tiwari, Sandeep Joshua Daniel Atul"
1,0,0,1,0,10,46,CMR8,8.468199729919434,42.11,275.61,273.08,284.08,275.61,557.81,42.11,322.19,the date of receipt and acceptance should be inserted later
1,0,0,1,0,149,48,CMBX10,9.94513463973999,41.75,306.46,282.15,553.03,306.46,288.86,41.75,313.12,"Abstract The development of large quantum comput- ers will have dire consequences for cryptography. Most of the symmetric and asymmetric cryptographic algo- rithms are vulnerable to quantum algorithms. Grover’s search algorithm gives a square root time boost for the searching of the key in symmetric schemes like AES and 3DES. The security of asymmetric algorithms like RSA, Diﬃe Hellman, and ECC is based on the mathematical hardness of prime factorization and discrete logarithm. The best classical algorithms available take exponential time. Shor’s factoring algorithm can solve the problems in polynomial time. Major breakthroughs in quantum computing will render all the present-day widely used asymmetric cryptosystems insecure. This paper analyzes the vulnerability of the classical cryptosystems in the context of quantum computers, discusses various post- quantum cryptosystem families, discusses the status of the NIST post-quantum cryptography standardization process, and ﬁnally provides a couple of future research directions in this ﬁeld."
1,0,0,1,0,14,48,CMBX10,10.012166023254395,42.11,567.87,275.23,602.82,567.87,239.07,42.11,320.04,"Keywords Post Quantum Cryptography, Quantum Computers, Shor’s Algorithm, NIST Post Quantum Cryptography Standardization Process"
1,0,0,1,0,60,44,CMR8,8.552462577819824,41.78,628.51,281.37,751.62,628.51,90.27,41.78,313.9,"Ritik Bavdekar, Ashutosh Bhatia, Sandeep Joshua Daniel, Atul Dept. of Computer Science and Information Systems Birla Insitute of Technology and Science Pilani, Pilani Campus Jhunjhunu 333031, Rajasthan, INDIA E-mail: { f20170349, ashutosh.bhatia, h20200135, h20200138 } @pilani.bits-pilani.ac.in Eashan Jayant Chopde Department of Electrical and Electronics Engineering Birla Insitute of Technology and Science Pilani, Pilani Campus Jhunjhunu 333031, Rajasthan, INDIA E-mail: f20171161@pilani.bits-pilani.ac.in"
1,0,0,1,0,275,39,CMR10,9.882577896118164,296.83,332.12,537.21,754.96,332.12,86.93,296.83,58.06,"Today’s world revolves around communication. Modern society depends on Internet as a fundamental building block for any interaction between two parties. There comes a need to protect and maintain the privacy of data being transmitted. Cryptography is a ﬁeld devoted to the sole purpose of data security, where countless researchers work to ensure that the privacy and integrity of data are maintained through the implementation of various security algorithms. A new paradigm of computing is slowly emerging in form of quantum computers which is going to drastically change the capabilities of classical computers that we are using currently. Quantum computers will be able to perform certain compuations which are not possible by present day high performance multicore systems. The idea of quantum computer is strongly based on quan- tum physics i.e., understanding how things work on the sub-atomic level, initiated in the early 20th century by several great scientists like Schr¨odinger, Bohr, Heisen- berg and Einstein, among others. Later in 1980s scientist applied quantum physics and its mathematics to model the computers that could perform certain computations at amazingly high rate than the classical computers. Quantum computers take input in the form of quantum bits and produce output. They leverages concepts of quantum mechanics for computing. Quantum computers can be used to solve problems that are not feasible to be solved by classical computers within a bounded time. Quantum computers can be used to compute results which are not possible even by present day super comput- ers. The applications of quantum computers are count- less including navigation systems, seismology, physics research, pharmaceuticals, etc. [1]. Quantum computers can be used to solve complex science problems which"
1,0,0,1,0,5,1,Times-Roman,20.0,10.94,267.13,37.62,604.89,267.13,237.0,10.94,557.66,arXiv:2202.02826v1  [cs.CR]  6 Feb 2022
2,0,0,1,0,6,46,CMR8,8.468199729919434,42.11,67.37,535.23,75.84,67.37,766.05,42.11,60.05,2 Short form of author list
