page_number,is_bold,is_italic,is_underline,is_all_caps,word_count,norm_font_size,font,font_size,x0,y0,x1,y1,space_above,space_below,space_left,space_right,text
1,1,0,1,0,5,74,URWPalladioL-Bold,6.973800182342529,35.72,450.83,134.51,457.87,450.83,384.02,35.72,460.77,"Citation: Umoren, O.; Singh, R.;"
1,0,0,1,0,14,74,URWPalladioL-Roma,6.973800182342529,35.72,462.82,151.03,493.65,462.82,348.24,35.72,444.24,"Pervez, Z.; Dahal, K. Securing Fog Computing with a Decentralised User Authentication Approach Based"
1,1,0,1,0,8,74,URWPalladioL-Roma,6.973800182342529,35.72,498.48,150.07,505.57,498.48,336.32,35.72,445.21,"on Blockchain. Sensors 2022 , 22 , 3956."
1,0,0,1,0,8,74,URWPalladioL-Roma,6.973800182342529,35.72,528.43,144.42,547.33,528.43,294.56,35.72,450.86,Academic Editors: Dhaval Thakker and Bhupesh Kumar Mishra
1,0,0,1,0,12,74,URWPalladioL-Roma,6.973800182342529,35.44,559.25,108.94,590.08,559.25,251.81,35.44,486.34,Received: 12 April 2022 Accepted: 17 May 2022 Published: 23 May 2022
1,1,0,1,0,5,74,URWPalladioL-Bold,6.973800182342529,35.72,600.94,151.94,607.98,600.94,233.91,35.72,443.34,Publisher’s Note: MDPI stays neutral
1,0,0,1,0,12,74,URWPalladioL-Roma,6.973800182342529,35.42,612.93,153.09,643.76,612.93,198.13,35.42,442.18,with regard to jurisdictional claims in published maps and institutional afﬁl- iations.
1,0,0,1,0,33,74,URWPalladioL-Roma,6.973800182342529,35.44,683.64,153.2,774.1,683.64,67.79,35.44,442.07,"© 2022 by the authors. Licensee MDPI, Basel, Switzerland. This article is an open access article distributed under the terms and conditions of the Creative Commons Attribution (CC BY) license (https:// creativecommons.org/licenses/by/ 4.0/)."
1,1,0,1,0,12,2,URWPalladioL-Bold,17.93280029296875,35.02,119.04,457.08,155.8,119.04,686.09,35.02,138.19,Securing Fog Computing with a Decentralised User Authentication Approach Based on Blockchain
1,1,0,1,0,11,23,URWPalladioL-Bold,9.962599754333496,35.72,170.27,377.63,180.23,170.27,661.66,35.72,217.64,"Otuekong Umoren, Raman Singh , Zeeshan Pervez * and Keshav Dahal"
1,0,0,1,0,23,72,URWPalladioL-Roma,7.970099925994873,166.39,204.47,492.46,233.96,204.47,607.93,166.39,102.82,"School of Computing, Engineering and Physical Sciences, University of the West of Scotland, Paisley PA1 2BE, UK; otuekong.umoren@uws.ac.uk (O.U.); raman.singh@uws.ac.uk (R.S.); keshav.dahal@uws.ac.uk (K.D.)"
1,1,0,1,0,3,72,URWPalladioL-Bold,7.970099925994873,165.68,236.68,331.53,244.72,236.68,597.17,165.68,263.74,* Correspondence: zeeshan.pervez@uws.ac.uk
1,1,0,1,0,16,74,URWPalladioL-Bold,8.921341896057129,166.04,261.68,560.85,270.7,261.68,571.19,166.04,34.43,Abstract: The use of low-cost sensors in IoT over high-cost devices has been considered less expensive.
1,0,0,1,0,160,44,URWPalladioL-Roma,9.055620193481445,166.12,274.67,560.4,426.38,274.67,415.51,166.12,34.88,"However, these low-cost sensors have their own limitations such as the accuracy, quality, and reliability of the data collected. Fog computing offers solutions to those limitations; nevertheless, owning to its intrinsic distributed architecture, it faces challenges in the form of security of fog devices, secure authentication and privacy. Blockchain technology has been utilised to offer solutions for the authentication and security challenges in fog systems. This paper proposes an authentication system that utilises the characteristics and advantages of blockchain and smart contracts to authenticate users securely. The implemented system uses the email address, username, Ethereum address, password and data from a biometric reader to register and authenticate users. Experiments showed that the proposed method is secure and achieved performance improvement when compared to existing methods. The comparison of results with state-of-the-art showed that the proposed authentication system consumed up to 30% fewer resources in transaction and execution cost; however, there was an increase of up to 30% in miner fees."
1,0,0,1,0,10,44,URWPalladioL-Roma,9.055620193481445,166.39,442.28,560.4,464.28,442.28,377.61,166.39,34.88,authentication; IoT; cloud computing; fog computing; blockchain technology; smart contracts
1,0,0,1,0,287,11,URWPalladioL-Roma,10.022196769714355,165.98,517.86,561.02,766.4,517.86,75.49,165.98,34.26,"The quick development in technology, Internet of Things (IoT) and edge computing has given room for corporations, government agencies, health services and businesses to provide their services through the cloud. Running these cloud services requires ﬁnancial and computational resources to secure and protect data from malicious entities and to process large amounts of data generated through these services on edge and IoT devices. These data are considered vulnerable to breaches and need to be secure from malicious entities; this hereby makes authentication essential in IoT and cloud services [ 1 ]. The increase in cyber-attacks on various services has demonstrated the importance of secure and robust authentication systems. Notable attacks such as the Facebook breach in 2019 exposed the datasets and information of over 500 million users publicly. This included users’ Facebook IDs, names, and contact numbers [ 2 ]. In 2021 [ 3 ], a scraping method exploited LinkedIn’s API exposed data related to 700 million LinkedIn users that were shared on the dark web. Data harvested in such types of attacks contain contact numbers, email addresses, gender information, geolocation, and other social media details, thus having direct professional, social, and ﬁnancial implications for the users and service providers. Yahoo in 2013 suffered a breach that had the information of 3 billion of its users accessed by a group of hackers [ 4 ], and in 2014, Yahoo suffered an attack in which names, email addresses, hashed passwords, dates of birth, and contact numbers were stolen. To make things worse, this was not made public until the stolen database was put up for sale in 2016 [ 4 ]. Zoom in 2020 [ 5 ] suffered an attack that had the login credentials of its users"
1,1,0,1,0,7,72,URWPalladioL-Ital,7.970099925994873,35.49,814.77,240.37,822.88,814.77,19.01,35.49,354.9,"Sensors 2022 , 22 , 3956. https://doi.org/10.3390/s22103956"
2,1,0,1,0,6,72,URWPalladioL-Ital,7.970099925994873,35.49,57.12,110.11,65.23,57.12,776.66,35.49,485.17,"Sensors 2022 , 22 , 3956"
2,0,0,1,0,3,72,URWPalladioL-Roma,7.970099925994873,536.73,57.26,559.67,65.23,57.26,776.66,536.73,35.6,2 of 21
