page_number,is_bold,is_italic,is_underline,is_all_caps,word_count,norm_font_size,font,font_size,x0,y0,x1,y1,space_above,space_below,space_left,space_right,text
1,0,0,1,0,11,10,SourceSansPro-Regular,5.98045539855957,39.87,72.05,336.15,80.04,72.05,711.96,39.87,275.85,"See discussions, stats, and author profiles for this publication at: https://www.researchgate.net/publication/326094774"
1,0,0,1,0,10,2,Martel-Regular,13.289900779724121,39.87,91.04,552.43,131.06,91.04,660.94,39.87,59.57,Bubbles of Trust: a decentralized Blockchain-based authentication system for IoT
1,1,0,1,0,8,9,SourceSansPro-Semibold,6.6449503898620605,39.87,145.11,161.64,154.12,145.11,637.88,39.87,450.36,Article in Computers & Security · June 2018
1,0,0,1,1,1,12,SourceSansPro-Regular,5.31596040725708,39.87,188.97,63.67,196.07,188.97,595.93,39.87,548.33,CITATIONS
1,0,0,1,1,1,12,SourceSansPro-Regular,5.31596040725708,305.67,188.97,320.56,196.07,188.97,595.93,305.67,291.44,READS
1,0,0,1,0,6,9,SourceSansPro-Regular,6.6449503898620605,66.45,241.53,133.25,261.04,241.53,530.96,66.45,478.75,Mohamed Tahar Hammi IRT System X
1,1,0,1,1,4,14,SourceSansPro-Semibold,5.648207902908325,66.45,264.69,145.61,272.68,264.69,519.32,66.45,466.39,10 PUBLICATIONS 901 CITATIONS
1,0,0,1,1,2,12,SourceSansPro-Regular,5.31596040725708,73.76,281.34,102.36,288.44,281.34,503.56,73.76,509.64,SEE PROFILE
1,0,0,1,0,9,9,SourceSansPro-Regular,6.6449503898620605,332.91,241.53,471.21,261.04,241.53,530.96,332.91,140.79,Badis Hammi Institut Polytechnique de Paris | Télécom SudParis
1,1,0,1,1,4,14,SourceSansPro-Semibold,5.648207902908325,332.91,264.69,416.79,272.68,264.69,519.32,332.91,195.21,"37 PUBLICATIONS 1,608 CITATIONS"
1,0,0,1,1,2,12,SourceSansPro-Regular,5.31596040725708,340.22,281.34,368.83,288.44,281.34,503.56,340.22,243.17,SEE PROFILE
1,0,0,1,0,4,9,SourceSansPro-Regular,6.6449503898620605,66.45,304.66,112.27,324.17,304.66,467.83,66.45,499.73,Patrick Bellot MINES ParisTech
1,1,0,1,1,4,14,SourceSansPro-Semibold,5.648207902908325,66.45,327.82,150.32,335.8,327.82,456.2,66.45,461.68,"57 PUBLICATIONS 1,049 CITATIONS"
1,0,0,1,1,2,12,SourceSansPro-Regular,5.31596040725708,73.76,344.46,102.36,351.56,344.46,440.44,73.76,509.64,SEE PROFILE
1,0,0,1,0,4,9,SourceSansPro-Regular,6.6449503898620605,332.91,304.66,450.24,324.17,304.66,467.83,332.91,161.76,Ahmed Serhrouchni Institut Mines-Télécom/Telecom-ParisTech
1,1,0,1,1,4,14,SourceSansPro-Semibold,5.648207902908325,332.91,327.82,419.85,335.8,327.82,456.2,332.91,192.15,"213 PUBLICATIONS 3,445 CITATIONS"
1,0,0,1,1,2,12,SourceSansPro-Regular,5.31596040725708,340.22,344.46,368.83,351.56,344.46,440.44,340.22,243.17,SEE PROFILE
1,0,0,1,0,14,9,SourceSansPro-Regular,6.6449503898620605,43.19,753.19,278.23,762.07,753.19,29.93,43.19,333.77,All content following this page was uploaded by Badis Hammi on 24 September 2021.
1,0,0,1,0,9,12,SourceSansPro-Regular,5.31596040725708,43.19,769.74,178.64,776.84,769.74,15.16,43.19,433.36,The user has requested enhancement of the downloaded file.
2,0,0,1,0,10,1,NimbusRomNo9L-Regu,23.91029930114746,53.09,60.05,558.91,111.85,60.05,680.15,53.09,53.09,Bubbles of Trust: a decentralized Blockchain-based authentication system for IoT
2,0,0,1,0,12,3,NimbusRomNo9L-Regu,10.958900451660156,85.13,129.15,517.87,140.11,129.15,651.89,85.13,94.13,"Mohamed Tahar HAMMI , Badis HAMMI , Patrick BELLOT and Ahmed SERHROUCHNI"
2,0,0,1,0,12,4,NimbusRomNo9L-Regu,9.962599754333496,185.69,142.38,422.81,177.0,142.38,615.0,185.69,189.19,"LTCI, Telecom Paristech, France Paris Saclay University, France hammi, bhammi, bellot, serhrouchni@telecom-paristech.fr"
2,0,0,1,0,189,5,NimbusRomNo9L-MediItal,8.966400146484375,48.96,202.54,300.02,390.83,202.54,401.17,48.96,311.98,"Abstract —There is no doubt that Internet of Things (IoT) occupy a very important role in our daily lives. Indeed, nu- merous objects that we use every time, are being equipped with electronic devices and protocol suites in order to make them interconnected and connected to the Internet. In IoT, things process and exchange data without human intervention. Therefore, because of this full autonomy, these entities need to recognize and authenticate each other as well as to ensure the integrity of their exchanged data. Otherwise, they will be the target of malicious users and malicious use. Due to the size and other features of IoT, it is almost impossible to create an efﬁcient centralized authentication system. To remedy this limit, in this paper, we propose an original decentralized system called bubbles of trust , which ensures a robust identiﬁcation and authentication of devices. Furthermore, it protects the data integrity and availability. To achieve such a goal, our approach relies on the security advantages provided by blockchains, and serves to create secure virtual zones ( bubbles ) where things can identify and trust each other. We also provided a real"
2,0,0,1,0,10,14,NimbusRomNo9L-Medi,8.36864013671875,48.96,390.36,300.02,400.8,390.36,391.2,48.96,311.98,implementation 1 of our mechanism using the C++ language and
2,0,0,1,0,28,5,NimbusRomNo9L-MediItal,8.966400146484375,48.96,401.79,300.02,441.2,401.79,350.8,48.96,311.98,"Ethereum blockchain. The obtained results prove its ability to satisfy IoT security requirements, its efﬁciency, and its low cost. Index Terms —IoT, Security, Authentication, Blockchain, Smart city, Ethereum"
2,0,0,1,1,6,14,NimbusRomNo9L-Regu,8.966349840164185,77.04,457.76,271.95,467.73,457.76,324.27,77.04,340.05,I. I NTRODUCTION AND PROBLEM STATEMENT
2,0,0,1,0,22,4,NimbusRomNo9L-Regu,9.962599754333496,48.96,476.21,300.02,498.13,476.21,293.87,48.96,311.98,"Currently, over the world, Internet of Things (IoT) is in- volved in almost all the ﬁelds of our daily life. According to"
2,0,0,1,0,11,14,NimbusRomNo9L-Regu,9.364839839935303,48.96,498.78,300.02,510.09,498.78,281.91,48.96,311.98,"a recent Gartner study, 50 billion connected devices 2 will be"
2,0,0,1,0,120,4,NimbusRomNo9L-Regu,9.962599754333496,48.96,512.08,300.02,666.06,512.08,125.94,48.96,311.98,"deployed by 2020 [1]. Indeed, citizens are gradually equipping their homes with IoT devices such as smart TVs, Internet boxes, heating systems, home’s remote control, lighting sys- tems and so on. In factories and industrial environments, the cooperation of robots and other smart tools enhances the ef- ﬁciency of automation systems and allows better productions. The IoT involvement did not stopped to these use cases, but, is widely adopted in many other areas such as health care, military, agriculture and smart cities. IoT represents the principal actor to make our cities smarter. This fact was extensively addressed during the last United Nations conference on climate change (Cop21) held in Paris in 2016. It was concluded that connected objects have the"
2,0,0,1,0,11,14,NimbusRomNo9L-Regu,6.9738500118255615,56.93,679.38,300.02,688.65,679.38,103.35,56.93,311.98,"1 A video that shows the realized implementation, development and func-"
2,0,0,1,0,8,7,NimbusRomNo9L-Regu,7.970099925994873,48.96,689.65,245.74,706.59,689.65,85.41,48.96,366.26,tioning of the approach is available on: https://www.youtube.com/watch?v=XE13QGR1czE&t=169s.
2,0,0,1,0,14,14,NimbusRomNo9L-Regu,6.9738500118255615,56.93,707.18,300.02,716.45,707.18,75.55,56.93,311.98,"2 In the remaining of this paper, we use indifferently the terms device, thing,"
2,0,0,1,0,13,7,NimbusRomNo9L-Regu,7.970099925994873,48.96,717.45,269.91,725.42,717.45,66.58,48.96,342.09,object and smart thing in order to refer to a connected smart thing.
2,0,0,1,0,11,14,NimbusRomNo9L-Regu,8.767079925537109,311.97,200.51,563.04,213.32,200.51,578.68,311.97,48.96,"potential to considerably reduce CO 2 emissions 3 . Besides, IoT"
2,0,0,1,0,345,4,NimbusRomNo9L-Regu,9.962599754333496,311.97,213.82,563.03,692.48,213.82,99.52,311.97,48.97,"can bring other vital applications in the context of smart cities, such as: intelligent waste management, buildings’ health, environmental monitoring, intelligent transportation systems, smart parking, trafﬁc management, smart navigation system for urban common transport riders, smart grid, and multiple other applications [2]. Besides, IoT allowed the evolution of many other areas such as: (1) factories to what is actually called industry 4.0 [3], (2) agriculture to smart agriculture [4] [5], (3) health to smart health [6] [7] and many other examples. The idea behind IoT and its different applications, is the omnipresence of a variety of things, where they are able to interact and cooperate with each other in order to provide a wide range of services. Thus, a huge number of devices will be included. Each physical or virtual device should be reachable and produce content that can be retrieved by users regardless of their location [8]. However, It is very important that only authenticated and authorized users make use of the system. Otherwise, it will be prone to numerous security risks such as information theft, data alteration and identity usurpation. Indeed, security issues remain the major obstacle to the large scale adoption and deployment of IoT since it is highly vulnerable to attacks for numerous reasons: (1) most of the communications are wireless, which makes the system more vulnerable to numerous attacks such as identity spooﬁng, messages eavesdropping, messages tampering and other security issues, and (2) multiple types of devices have limited resources in terms of energy, memory and processing capacity, which prevent them from implementing advanced security solutions. Many researchers [9] [10] qualify IoT as a system-of- systems, where, multiple use case scenarios require that only trusted users can use offered services. Thus, conventional security requirements such as authentication, conﬁdentiality, and data integrity are critical to each part of these ecosys- tems, including things, networks, and software applications. However, due to limitations and heterogeneity of devices’ resources, existing security solutions are not fully adapted to such an ecosystem. Besides, often, the combination of multiple security technologies and solutions is needed, which leads"
