page_number,is_bold,is_italic,is_underline,is_all_caps,word_count,norm_font_size,font,font_size,x0,y0,x1,y1,space_above,space_below,space_left,space_right,text
1,0,0,1,0,11,1,TimesNewRomanPSMT,20.040000915527344,118.19,198.4,512.85,271.48,198.4,520.52,118.19,99.15,Post-Quantum Cryptography: An Introductory Overview and Implementation Challenges of Quantum-Resistant Algorithms
1,0,0,1,0,8,14,TimesNewRomanPSMT,10.740000247955322,199.44,283.28,426.54,300.74,283.28,491.26,199.44,185.46,Sherdel A. Käppler 1 and Bettina Schneider 1
1,0,0,1,0,10,14,TimesNewRomanPSMT,8.22000002861023,160.08,298.52,468.45,311.94,298.52,480.06,160.08,143.55,1 University of Applied Sciences and Arts Northwestern Switzerland FHNW
1,0,0,1,0,235,7,TimesNewRomanPSMT,9.960000038146973,129.23,360.8,485.19,581.29,360.8,210.71,129.23,126.81,"Cryptographic algorithms are an essential measure to ensure confidentiality and integrity of internet communication. The development of quantum computers (QCs) and their potential to utilize Shor’s Law, is increasingly recognized as a threat to asymmetric cryptography. In response, post-quantum cryptography (PQC) is gaining prominence as a notable field of research aiming to standardize quantum resistant algorithms before the operational usage of QCs. This paper is addressed to people with preliminary knowledge in the field of cryptography and QC. Based on a literature review, the authors provide an overview of challenges faced by the research community and elaborate the advancements in addressing post-quantum threats. A migration strategy from classical cryptosystems to PQC systems is in development, but obstacles such as time constraints and improper implementation complicate the process. Full implementation could take a decade or more. Until then, our paper aims to create awareness for potential challenges when transitioning towards PQC. As categorization scheme for these potential obstacles, we refer to a well- established model in cybersecurity – the McCumber Cube. Conclusions embrace preparing for risks of improper implementation and deriving a multi-step migration. Special attention is expected to be needed for data migration of existing data sets. As a request for future research in PQC, the authors identified the process of implementing post-cryptography standards, e.g., from the National Institute of Standards and Technology (NIST), and an assessment of the perceived readiness of industry to adapt."
1,1,0,1,0,8,8,TimesNewRomanPS-BoldItal,9.0,129.24,590.86,463.64,603.31,590.86,188.69,129.24,148.36,"Keywords : Post-Quantum Cryptography, Quantum Computing, Implementation Challenges."
1,0,0,1,0,25,7,TimesNewRomanPSMT,9.960000038146973,100.92,651.68,513.55,676.62,651.68,115.38,100.92,98.45,"As digital communication has become the backbone of our business collaboration, secure transmission of data is essential. Cryptographic algorithms employ generated and deciphered codes to"
1,0,0,1,0,4,3,CMR12,14.346199989318848,234.28,111.17,392.98,125.52,111.17,666.48,234.28,219.02,EPiC Series in Computing
1,0,0,1,0,26,6,CMR10,9.962599754333496,210.84,126.97,416.43,173.21,126.97,618.79,210.84,195.57,"Volume 84, 2022, Pages 61–71 Proceedings of the Society 5.0 Conference 2022 - Integrating Digital World and Real World to Resolve Challenges in Business and Society"
1,0,0,1,0,18,12,CMR8,7.970099925994873,100.49,707.25,485.58,715.22,707.25,76.78,100.49,126.42,"K. Hinkelmann and A. Gerber (eds.), Society 5.0 - 2022 (EPiC Series in Computing, vol. 84), pp. 61–71"
2,0,0,1,0,484,7,TimesNewRomanPSMT,9.960000038146973,100.86,105.56,516.06,513.27,105.56,278.73,100.86,95.94,"conceal private information from unauthorized access when shared over the internet. Most of these algorithms are based on the difficulty of solving mathematical computations within a limited timeframe (Kumar & Pattnaik, 2020, p. 1). This difficulty varies depending on whether classical computers or Quantum Computers (QCs) are used. In the 1990s, QCs gained public interest through Shor’s algorithm (Nannicini, 2020). If executed on a QC, the algorithm could potentially enhance the encryption of cryptographic methods used for communication systems. For instance, algorithms such as RSA, Diffie- Hellman, and Elliptical Curve, take a classical computer hundreds of years to compute but could be solved by a QC in seconds (Mailloux et al., 2016, p.1). With new opportunities in QC on the horizon, researchers recognize that these systems can decipher some of our most used algorithms with ease. An emerging field of research known as post-quantum cryptography (PQC) is developing new cryptographic systems able to withstand the threat of QCs. In 2015, the National Institute of Standards and Technology (NIST), launched their PQC standardization process to address the issues. It aims to create quantum-resistant public key algorithms (Moody et al., 2020, p. 8). As researchers work to standardize new post-quantum algorithms, the development of QCs is also progressing. In this paper, the authors review the current state of research in the field of PQC and advocate for increased research into how to accomplish the implementation of algorithms by businesses and industries. We aim to contribute to the elaborating the topic of PQC for an IT management target group. Our work provides insight into the challenges of implementing PQC in business IT. In doing so, the following research questions are answered: Why are our current methods of cryptography vulnerable in a post-quantum world? What is the current state of research into ways to alleviate the threats related to PQC? What obstacles stand in the way of implementing PQC-related standards? The remainder of this paper is structured as follows. Section 2 explains the process of the literature review, in particular the key terms used, the inclusion and exclusion criteria, a categorization, and an overview of the review results.  Section 3 gives a background of cryptography, QC, and selected cryptographic algorithms. It also brings to light security dilemmas that the public may not be aware of. Next, PQC and related developments in the field are introduced, as well as research involved in addressing post-quantum threats. Shown here is an acknowledgement that teams of researchers are taking the threats related to PQC seriously and are developing solutions. Section 4 discusses implementation and obstacles of post-quantum standardization. This section shows how difficult it will be to accomplish this task, by considering constraints to progress due to limited resources and time. The findings of this section are structured referring to the McCumber Cube. Section 5 provides a synopsis of the results of the research question and lastly, section 6 proposes further research."
