page_number,is_bold,is_italic,is_underline,is_all_caps,word_count,norm_font_size,font,font_size,x0,y0,x1,y1,space_above,space_below,space_left,space_right,text
1,0,0,0,0,21,10,/NAYGWR+FormataOTF-Reg,6.97,36.17,706.34,433.69,713.31,706.34,69.62,36.17,142.31,"Received 22 April 2024, accepted 9 May 2024, date of publication 13 May 2024, date of current version 21 May 2024."
1,0,1,0,0,5,11,/PENMWP+GiovanniStd-BookItalic,5.98,36.17,694.49,197.58,700.47,694.49,82.46,36.17,378.42,Digital Object Identifier 10.1 109/ACCESS.2024.3400530
1,0,0,0,0,11,1,/RQUEYA+FormataOTFCond-Md,21.92,36.17,577.87,562.2,625.09,577.87,157.84,36.17,13.8,A Scheme for Distributed Vehicle Authentication and Revocation in Decentralized VANETs
1,0,0,0,0,19,3,/YATFQB+FormataOTFMd,9.86,36.17,534.85,312.04,574.4,534.85,208.53,36.17,263.96,"2SUJASH NASKAR, (Member, IEEE), CARLO BRUNETTA, 1GERHARD HANCKE, (Fellow, IEEE), TINGTING ZHANG, AND MIKAEL GIDLUND , (Senior Member, IEEE)"
1,0,0,0,0,29,12,/AUITKP+TimesLTStd-Roman,5.0,36.17,514.23,361.34,539.13,514.23,243.8,36.17,214.66,"1Department of Computer and Electrical Engineering, Mid Sweden University, 852 30 Sundsvall, Sweden 2Independent Researcher, 34143 Trieste, Italy 3Department of Computer Science, City University of Hong Kong, Hong Kong"
1,0,0,0,0,25,6,/AUITKP+TimesLTStd-Roman,7.67,36.17,486.22,542.46,508.76,486.22,274.17,36.17,33.54,Corresponding author: Sujash Naskar (sujash.naskar@miun.se) This work was funded by the research profile Next Generation Industrial IoT (NIIT) funded by the Swedish Knowledge Foundation (KKS).
1,1,0,0,0,12,2,/ENXOBD+FormataOTF-Bold,9.96,43.42,444.6,456.89,454.57,444.6,328.36,43.42,119.11,"ABSTRACT Vehicular Ad-Hoc Networks (V ANETs) offer enhanced road safety, efficient traffic"
1,0,0,0,0,47,2,/AUITKP+TimesLTStd-Roman,9.96,43.42,289.63,586.41,442.61,289.63,340.32,43.42,-10.41,"management, and improved vehicle connectivity while dealing with privacy and security challenges in public communication. In these networks, authentication mechanisms are mandatory to establish trust among communicating entities, such as vehicle-to-vehicle (V2V) and vehicle-to-infrastructure (V2I), without losing identity and location-based privacy. The prevailing conventional authentication mechanisms frequently"
1,1,0,0,0,12,2,/ENXOBD+FormataOTF-Bold,9.96,43.42,175.37,451.9,185.33,175.37,597.6,43.42,124.1,"INDEX TERMS Vehicular Ad-Hoc Networks (V ANETs), single point of failure, privacy-preserving"
1,0,0,0,0,27,2,/AUITKP+TimesLTStd-Roman,9.96,43.42,163.41,566.48,180.48,163.41,602.44,43.42,9.52,"depend on a centralized trust authority (CA) to ensure the mutual verifiability of transmitted messages. authentication, revocation, security attacks on V ANET, Elliptic Curve Digital Signatures (ECDSA)."
1,1,0,0,0,9,4,/ENXOBD+FormataOTF-Bold,8.97,37.17,127.13,581.02,137.1,127.13,645.83,37.17,-5.02,I. INTRODUCTION These networks enable vehicles to seamlessly communicate
1,0,0,0,0,24,2,/AUITKP+TimesLTStd-Roman,9.96,36.17,51.41,586.41,125.14,51.41,657.79,36.17,-10.41,"Vehicular Ad Hoc Networks (V ANETs) represent a pivNevertheless, in scenarios where the density of vehicles within the network is notably high, an overwhelming"
1,0,0,0,0,8,2,/AUITKP+TimesLTStd-Roman,9.96,297.08,8.03,571.06,17.99,8.03,764.94,297.08,4.94,with each other (V2V) and with infrastructure elements
1,0,0,0,0,8,2,/AUITKP+TimesLTStd-Roman,9.96,36.17,-3.93,325.1,6.03,-3.93,776.9,36.17,250.9,otal technology at the intersection of transportation and
1,0,0,0,0,3,9,/YATFQB+FormataOTFMd,7.5,0.0,-7.5,7.5,0.0,-7.5,782.93,0.0,568.5,1 3 1
1,0,0,0,0,49,2,/AUITKP+TimesLTStd-Roman,9.96,43.42,-91.6,586.41,-57.73,-91.6,840.66,43.42,-10.41,"influx of authentication requests may result in a communication bottleneck at the CA, leading to a single point of failure. This paper proposes a novel distributed authentication scheme in a decentralized V ANET with multiple independent CAs connected to multiple local inspectors to eliminate a single point of failure."
1,0,0,0,0,8,2,/AUITKP+TimesLTStd-Roman,9.96,297.08,-111.08,586.01,-101.12,-111.08,884.05,297.08,-10.01,(V2I) [1] by sharing critical information about real-time
1,0,0,0,0,22,2,/AUITKP+TimesLTStd-Roman,9.96,36.17,-210.71,596.37,-113.08,-210.71,896.0,36.17,-20.37,"communication systems, designed to enhance road safety, Furthermore, prior solutions lack the capability to immediately revoke a disputed vehicle that is transmitting"
1,0,0,0,0,7,2,/AUITKP+TimesLTStd-Roman,9.96,297.08,-230.19,576.04,-220.23,-230.19,1003.16,297.08,-0.04,"traffic conditions, road hazards, and emergency alerts."
1,0,0,0,0,6,2,/AUITKP+TimesLTStd-Roman,9.96,36.17,-242.15,310.15,-232.18,-242.15,1015.11,36.17,265.85,"traffic management, and overall vehicular connectivity."
1,0,0,0,0,10,5,/AUITKP+TimesLTStd-Roman,7.97,46.33,-264.43,317.31,-256.46,-264.43,1039.39,46.33,258.69,The associate editor coordinating the review of this manuscript and
1,0,0,0,0,7,5,/AUITKP+TimesLTStd-Roman,7.97,36.17,-277.06,215.49,-269.09,-277.06,1052.02,36.17,360.5,approving it for publication was Giovanni Pau
1,0,0,0,0,15,2,/AUITKP+TimesLTStd-Roman,9.96,43.42,-329.82,546.55,-319.86,-329.82,1102.79,43.42,29.45,"malicious messages in the network. In this regard, the proposed scheme also facilitates an immediate"
