page_number,is_bold,is_italic,is_underline,is_all_caps,word_count,norm_font_size,font,font_size,x0,y0,x1,y1,space_above,space_below,space_left,space_right,text
1,1,0,0,0,10,2,/PEZHUJ+URWPalladioL-Bold,17.93,75.84,674.83,407.59,714.16,674.83,127.73,75.84,187.68,A Survey of Internet of Things (IoT) Authentication Schemes †
1,1,0,0,0,11,5,/PEZHUJ+URWPalladioL-Bold,9.96,76.54,654.35,507.36,667.93,654.35,173.96,76.54,87.91,"and Ahmed Serhrouchni 2 3, *Mohammed El-hajj 1,2,*, Ahmad Fadlallah 1"
1,0,0,0,0,26,8,/SQEGFV+URWPalladioL-Roma,6.97,82.2,616.31,485.69,649.48,616.31,192.41,82.2,109.58,"1 University of Sciences and Arts in Lebanon, Beirut 1002, Lebanon; a.fadlallah@usal.edu.lb 2 Saint Joseph University, Beirut 1514, Lebanon; maroun.chamoun@usj.edu.lb 3 Telecom ParisTech, 75013 Paris, France"
1,1,0,0,0,6,6,/PEZHUJ+URWPalladioL-Bold,8.97,81.41,600.95,543.18,609.91,600.95,231.98,81.41,52.1,* Correspondence: mohammed.hajj@net.usj.edu.lb (M.E.-h.); ahmed.serhrouchni@telecom-paristech.fr (A.S.)
1,0,0,0,0,20,6,/SQEGFV+URWPalladioL-Roma,8.97,82.32,588.84,566.5,597.81,588.84,244.08,82.32,28.77,† This paper is an extended version of two papers previously published by the authors in 2017. The ﬁrst one
1,0,0,0,0,52,6,/SQEGFV+URWPalladioL-Roma,8.97,97.0,540.43,581.63,585.71,540.43,256.18,97.0,13.64,"is: In Proceedings of the 2017 1st Cyber Security in Networking Conference (CSNet), Rio de Janeiro, Brazil, 18–20 October 2017; pp. 1–3 and the second one is: In Proceedings of the 2017 IEEE 15th Student Conference on Research and Development (SCOReD), Putrajaya, Malaysia, 13–14 December 2017; pp. 67–71. (check the references section)."
1,0,0,0,0,13,6,/SQEGFV+URWPalladioL-Roma,8.97,82.2,514.83,772.62,523.79,514.83,318.1,82.2,-177.34,Received: 23 January 2019; Accepted: 27 February 2019; Published: 6 March 2019/gid00030/gid00035/gid00032/gid00030/gid00038/gid00001/gid00033/gid00042/gid00045/gid00001 /gid00048/gid00043/gid00031/gid00028/gid00047/gid00032/gid00046
1,1,0,0,0,17,5,/PEZHUJ+URWPalladioL-Bold,9.96,81.82,489.95,515.19,499.91,489.95,341.98,81.82,80.09,Abstract: The Internet of Things (IoT) is the ability to provide everyday devices with a way of
1,0,0,0,0,150,5,/SQEGFV+URWPalladioL-Roma,9.96,81.91,341.34,605.24,486.4,341.34,355.49,81.91,-9.97,"identiﬁcation and another way for communication with each other. The spectrum of IoT application domains is very large including smart homes, smart cities, wearables, e-health, etc. Consequently, tens and even hundreds of billions of devices will be connected. Such devices will have smart capabilities to collect, analyze and even make decisions without any human interaction. Security is a supreme requirement in such circumstances, and in particular authentication is of high interest given the damage that could happen from a malicious unauthenticated device in an IoT system. This paper gives a near complete and up-to-date view of the IoT authentication ﬁeld. It provides a summary of a large range of authentication protocols proposed in the literature. Using a multi-criteria classiﬁcation previously introduced in our work, it compares and evaluates the proposed authentication protocols, showing their strengths and weaknesses, which constitutes a fundamental ﬁrst step for researchers and developers addressing this domain."
1,1,0,0,0,9,5,/PEZHUJ+URWPalladioL-Bold,9.96,76.53,264.94,331.27,325.84,264.94,516.05,76.53,264.01,Keywords: Internet of Things; IoT; security; authentication 1. Introduction
