page_number,is_bold,is_italic,is_underline,is_all_caps,word_count,norm_font_size,font,font_size,x0,y0,x1,y1,space_above,space_below,space_left,space_right,text
1,1,0,0,0,16,2,/QTWQDT+URWPalladioL-Bold,17.93,35.02,654.23,582.67,709.82,654.23,132.07,35.02,12.61,"A Blockchain-Based Efﬁcient, Secure and Anonymous Conditional Privacy-Preserving and Authentication Scheme for the Internet of Vehicles"
1,1,0,0,0,11,17,/QTWQDT+URWPalladioL-Bold,7.57,35.72,637.69,535.57,647.65,637.69,194.24,35.72,59.71,"Kashif Naseer Qureshi 1  1 , Abdelzahir Abdelmaboud 2  2 ,"
1,1,0,0,0,14,10,/QTWQDT+URWPalladioL-Bold,9.96,35.72,625.14,386.78,638.72,625.14,203.17,35.72,208.5,"*, Arafat Al-Dhaqm  and Noel CrespiBandar Alamri 3, Ibrahim Tariq Javed 1, 4,5 6"
1,0,0,0,0,10,19,/RUSOKQ+URWPalladioL-Roma,5.98,166.39,597.34,481.21,605.32,597.34,236.57,166.39,114.06,"1 Department of Computer Science, Bahria University, Islamabad 44000, Pakistan;"
1,0,0,0,0,4,15,/RUSOKQ+URWPalladioL-Roma,7.97,179.94,583.69,454.91,591.66,583.69,250.23,179.94,140.36,knaseer.buic@bahria.edu.pk (K.N.Q.); luqmanshahzad93@gmail.com (L.S.)
1,0,0,0,0,13,19,/RUSOKQ+URWPalladioL-Roma,5.98,166.39,575.82,521.06,583.8,575.82,258.09,166.39,74.21,"2 Department of Information Systems, College of Science and Arts, King Khalid University,"
1,0,0,0,0,9,15,/RUSOKQ+URWPalladioL-Roma,7.97,179.94,562.17,530.63,570.14,562.17,271.75,179.94,64.65,"Muhayil Asir 61913, Saudi Arabia; aelnour@kku.edu.sa (A.A.); Teisa@kku.edu.sa (T.A.E.E.)"
1,0,0,0,0,13,19,/RUSOKQ+URWPalladioL-Roma,5.98,166.39,554.31,540.99,562.28,554.31,279.61,166.39,54.29,"3 Lero-The Irish Software Research Centre, University of Limerick, V94 T9PX Limerick, Ireland;"
1,0,0,0,0,13,19,/RUSOKQ+URWPalladioL-Roma,5.98,166.39,532.79,568.88,540.76,532.79,301.13,166.39,26.39,"4 School of Computing, Faculty of Engineering, Universiti Teknologi Malaysia, Skudai 81300, Malaysia;"
1,0,0,0,0,25,19,/RUSOKQ+URWPalladioL-Roma,5.98,166.39,500.51,552.94,519.24,500.51,322.65,166.39,42.33,"5 Department of Computer Science, Aden Community College, Aden 8916862, Yemen 6 Institut Polytechnique de Paris Telecom SudParis Evry, Courcouronnes FR, 9 Rue Charles Fourier,"
1,0,0,0,0,4,15,/RUSOKQ+URWPalladioL-Roma,7.97,179.94,486.85,371.23,494.82,486.85,347.07,179.94,224.05,"91000 Evry, France; noel.crespi@mines-telecom.fr"
1,1,0,0,0,3,15,/QTWQDT+URWPalladioL-Bold,7.97,165.68,476.09,333.06,484.07,476.09,357.82,165.68,262.22,* Correspondence: itariq.buic@bahria.edu.pk
1,1,0,0,0,16,13,/QTWQDT+URWPalladioL-Bold,8.97,166.04,449.37,574.02,458.34,449.37,383.55,166.04,21.26,Abstract: The rapid advancement in the area of the Internet of Vehicles (IoV) has provided numerous
1,0,0,0,0,15,13,/RUSOKQ+URWPalladioL-Roma,8.97,166.39,436.4,605.75,445.37,436.4,396.52,166.39,-10.47,comforts to users due to its capability to support vehicles with wireless data communication. The
1,0,0,0,0,65,18,/RUSOKQ+URWPalladioL-Roma,6.97,35.44,390.94,605.75,433.69,390.94,408.2,35.44,-10.47,"Citation: Qureshi, K.N.; Shahzad, L.;  exchange of information among vehicle nodes is critical due to the rapid and changing topologies, Abdelmaboud, A.; Elfadil Eisa, T.A.;  high mobility of nodes, and unpredictable network conditions. Finding a single trusted entity to Alamri, B.; Javed, I.T.; Al-Dhaqm, A.; store and distribute messages among vehicle nodes is also a challenging task. IoV is exposed to Crespi, N. A Blockchain-Based"
1,0,0,0,0,14,13,/RUSOKQ+URWPalladioL-Roma,8.97,166.14,384.52,609.98,393.48,384.52,448.41,166.14,-14.7,various security and privacy threats such as hijacking and unauthorized location tracking of smart
1,0,0,0,0,4,18,/RUSOKQ+URWPalladioL-Roma,6.97,35.72,379.01,143.81,385.99,379.01,455.9,35.72,451.47,"Efﬁcient, Secure and Anonymous"
1,0,0,0,0,13,13,/RUSOKQ+URWPalladioL-Roma,8.97,166.14,371.55,614.46,380.51,371.55,461.38,166.14,-19.19,vehicles. Traceability is an increasingly important aspect of vehicular communication to detect and
1,0,0,0,0,3,18,/RUSOKQ+URWPalladioL-Roma,6.97,35.72,367.09,157.76,374.06,367.09,467.83,35.72,437.52,Conditional Privacy-Preserving and
1,0,0,0,0,14,13,/RUSOKQ+URWPalladioL-Roma,8.97,166.12,358.58,623.41,367.54,358.58,474.35,166.12,-28.14,"penalize malicious nodes. Moreover, achieving both privacy and traceability can also be a challenging"
1,0,0,0,0,4,18,/RUSOKQ+URWPalladioL-Roma,6.97,35.44,355.16,140.05,362.14,355.16,479.75,35.44,455.22,Authentication Scheme for the
1,0,0,0,0,13,13,/RUSOKQ+URWPalladioL-Roma,8.97,166.39,345.6,596.78,354.57,345.6,487.32,166.39,-1.51,"task. To address these challenges, this paper presents a blockchain-based efﬁcient, secure, and"
1,0,0,0,0,19,18,/RUSOKQ+URWPalladioL-Roma,6.97,35.37,331.31,583.33,350.21,331.31,491.68,35.37,11.94,"Internet of Vehicles. Appl. Sci. 2022, anonymous conditional privacy-preserving and authentication mechanism for IoV networks. This 12, 476. https://doi.org/"
1,0,0,0,0,16,13,/RUSOKQ+URWPalladioL-Roma,8.97,35.37,319.39,592.3,328.63,319.39,513.26,35.37,2.98,solution is based on blockchain to allow vehicle nodes with mechanisms to become anonymous and 10.3390/app12010476
1,0,0,0,0,15,13,/RUSOKQ+URWPalladioL-Roma,8.97,166.39,306.69,601.26,315.66,306.69,526.23,166.39,-5.99,take control of their data during the data communication and voting process. The proposed secure
1,0,0,0,0,3,18,/RUSOKQ+URWPalladioL-Roma,6.97,35.72,301.48,119.4,308.46,301.48,533.43,35.72,475.87,Academic Editors: Paula
1,0,0,0,0,14,13,/RUSOKQ+URWPalladioL-Roma,8.97,166.39,293.72,623.68,302.69,293.72,539.2,166.39,-28.4,"scheme provides conditional privacy to the users and the vehicles. To ensure anonymity, traceability,"
1,0,0,0,0,4,18,/RUSOKQ+URWPalladioL-Roma,6.97,35.72,289.56,136.84,296.53,289.56,545.36,35.72,458.44,Fraga-Lamas and Gianluca Lax
1,0,0,0,0,14,13,/RUSOKQ+URWPalladioL-Roma,8.97,166.39,280.75,601.26,289.71,280.75,552.18,166.39,-5.99,"and unlinkability of data sharing among vehicles, we utilize Hyperledger Fabric to establish the"
1,0,0,0,0,67,18,/RUSOKQ+URWPalladioL-Roma,6.97,35.44,228.86,614.71,277.63,228.86,564.26,35.44,-19.44,"Received: 3 October 2021  blockchain. The proposed scheme fulﬁlls the requirement to analyze different algorithms and Accepted: 16 December 2021  schemes which are adopted for blockchain technology for a decentralized, secure, efﬁcient, private, Published: 4 January 2022 and traceable system. The proposed scheme examines and evaluates different consensus algorithms used in the blockchain and anonymization techniques to preserve privacy. This study also proposes Publisher’s Note:MDPI stays neutral"
1,0,0,0,0,20,13,/RUSOKQ+URWPalladioL-Roma,8.97,35.42,215.89,592.3,224.86,215.89,617.03,35.42,2.98,a reputation-based voting system for Hyperledger Fabric to ensure a secure and reliable leader with regard to jurisdictional claims in
1,0,0,0,0,19,18,/RUSOKQ+URWPalladioL-Roma,6.97,35.51,202.92,601.26,212.03,202.92,629.86,35.51,-5.99,published maps and institutional afﬁl- selection process in its consensus algorithm. The proposed scheme is evaluated with the existing
1,0,0,0,0,7,18,/RUSOKQ+URWPalladioL-Roma,6.97,35.72,189.95,404.0,200.1,189.95,641.79,35.72,191.27,iations. state-of-the-art schemes and achieves better results.
1,1,0,0,0,9,13,/QTWQDT+URWPalladioL-Bold,8.97,166.39,165.02,534.02,173.99,165.02,667.9,166.39,61.26,Keywords: IoV; authentication; security; blockchain; privacy; network; latency; scalability
1,1,0,0,0,6,18,/QTWQDT+URWPalladioL-Bold,6.97,35.72,146.27,119.4,153.24,146.27,688.65,35.72,475.87,Copyright: © 2022 by the authors.
1,0,0,0,0,11,18,/RUSOKQ+URWPalladioL-Roma,6.97,35.5,122.42,171.49,141.32,122.42,700.57,35.5,423.79,"Licensee MDPI, Basel, Switzerland. This article is an open access article"
1,0,0,0,0,5,18,/RUSOKQ+URWPalladioL-Roma,6.97,35.72,110.49,147.3,117.47,110.49,724.42,35.72,447.98,distributed under the terms and
